audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	BE	Belgium	sp.a	sp.a	57253967150	Facebook	202	1	4601564	1804326	19308	3921
m18_24	male (18-24)	BE	Belgium	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	109	1	4311271	1791575	13604	3930
m18_24	male (18-24)	BE	Belgium	Vlaams Belang	Vlaams Belang	56605856504	Facebook	66	1	4291934	1948488	28635	6376
m18_24	male (18-24)	BE	Belgium	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	106	1	3689785	1592725	32073	7375
m18_24	male (18-24)	BE	Belgium	European Parliament		178362315106	Facebook	123	1	3276112	1403359	20003	4536
m18_24	male (18-24)	BE	Belgium	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	53	1	1330255	650492	4679	948
m18_24	male (18-24)	BE	Belgium	Open Vld	Open Vld	53668151866	Facebook	324	1	1222408	453616	8666	1641
m18_24	male (18-24)	BE	Belgium	Sign for my Future		1345513882259768	Facebook	75	1	1101565	461522	8668	2012
m18_24	male (18-24)	BE	Belgium	Groen	Groen	84920854319	Facebook	90	1	996481	365530	4059	668
m18_24	male (18-24)	BE	Belgium	Facebook Brussels	Facebook	287739491272583	Facebook	16	1	931097	404221	9015	2269
m18_24	male (18-24)	BE	Belgium	John Crombez	sp.a	264131406977201	Facebook	78	1	902241	377150	4532	914
m18_24	male (18-24)	BE	Belgium	Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	97	1	846792	287028	4417	698
m18_24	male (18-24)	BE	Belgium	Kialo		729627343834501	Facebook	312	1	836319	323913	6462	1401
m18_24	male (18-24)	BE	Belgium	Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	87	1	827879	295622	2667	94
m18_24	male (18-24)	BE	Belgium	IKEA	IKEA	112961202185776	Facebook	40	1	826149	310300	2940	676
m18_24	male (18-24)	BE	Belgium	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	59	1	740418	317211	15835	3540
m18_24	male (18-24)	BE	Belgium	VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	126	1	722672	262049	7633	1735
m18_24	male (18-24)	BE	Belgium	Peter Mertens	PVDA	236485149843971	Facebook	353	1	691985	204188	7104	768
m18_24	male (18-24)	BE	Belgium	DéFI	DéFI	173518112695794	Facebook	146	1	544543	131463	2951	365
m18_24	male (18-24)	BE	Belgium	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	76	1	391112	135594	1100	52
m18_24	male (18-24)	BE	Belgium	European Greens	European Greens	141366725876424	Facebook	22	1	356276	154979	2351	572
m18_24	male (18-24)	BE	Belgium	CD&V	CD&V	52997544531	Facebook	83	1	338403	112016	2399	342
m18_24	male (18-24)	BE	Belgium	Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	14	1	303117	129146	1199	462
m18_24	male (18-24)	BE	Belgium	Cheops		1114045328715740	Facebook	2	1	267052	114982	778	389
m18_24	male (18-24)	BE	Belgium	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	79	1	262381	70241	1112	89
m18_24	male (18-24)	BE	Belgium	MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	35	1	256533	69030	2174	336
m18_24	male (18-24)	BE	Belgium	Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	13	1	254915	110401	1072	270
m18_24	male (18-24)	BE	Belgium	Joris Vandenbroucke	Vandenbroucke Joris Jeroen J	984867054996076	Facebook	13	1	214544	92732	538	98
m18_24	male (18-24)	BE	Belgium	Brecht Warnez	Warnez Brecht Luc T	998887823550443	Facebook	144	1	203245	55968	2041	13
m18_24	male (18-24)	BE	Belgium	European Youth Forum		80161254850	Facebook	2	1	201160	100338	1017	200
m18_24	male (18-24)	BE	Belgium	sp.a West-Vlaanderen	sp.a West-Vlaanderen	269157793205215	Facebook	29	1	199608	75823	803	148
m18_24	male (18-24)	BE	Belgium	Maurits Vande Reyde	Vande Reyde Maurits Jozef	1797427180478228	Facebook	80	1	194146	60296	1287	73
m18_24	male (18-24)	BE	Belgium	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	48	1	183406	71895	651	111
m18_24	male (18-24)	BE	Belgium	Kathleen Van Brempt	Kathleen Van Brempt	206193139504506	Facebook	108	1	180710	38292	1474	2
m18_24	male (18-24)	BE	Belgium	Jan Jambon	Nieuw-Vlaamse Alliantie	60317812912	Facebook	5	1	179464	76877	1363	374
m18_24	male (18-24)	BE	Belgium	Unis pour les Droits Humains		1642871805813802	Facebook	17	1	179231	82599	131	7
m18_24	male (18-24)	BE	Belgium	Johan Van Overtveldt		275607285891320	Facebook	13	1	172870	70263	1083	258
m18_24	male (18-24)	BE	Belgium	Thuisverpleging		372390586890911	Facebook	9	1	156212	63677	280	20
m18_24	male (18-24)	BE	Belgium	Jos D'Haese	PVDA	1397002987227704	Facebook	65	1	149154	28911	1910	176
m18_24	male (18-24)	BE	Belgium	Conner Rousseau	Conner Rousseau	942750852588816	Facebook	23	1	145361	32457	1062	158
m18_24	male (18-24)	BE	Belgium	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	54	1	142541	49896	870	153
m18_24	male (18-24)	BE	Belgium	Geert Bourgeois	Nieuw-Vlaamse Alliantie	649429725077632	Facebook	12	1	140480	60929	992	375
m18_24	male (18-24)	BE	Belgium	Klang der Solidarität		385076005313967	Facebook	49	1	139893	50022	248	14
m18_24	male (18-24)	BE	Belgium	Hans Maes		1181238155301995	Facebook	38	1	136270	37012	1188	47
m18_24	male (18-24)	BE	Belgium	Bart De Wever		24079407056	Facebook	2	1	129020	51608	1289	258
m18_24	male (18-24)	BE	Belgium	Salsa Rica Dance Company		727875134045965	Facebook	2	1	128130	50689	153	30
m18_24	male (18-24)	BE	Belgium	Le racisme, vous valez mieux que ça		1858720887787052	Facebook	5	1	122863	49517	379	120
m18_24	male (18-24)	BE	Belgium	Kris Peeters	Kris Peeters	192181027566488	Facebook	12	1	115611	28095	608	91
m18_24	male (18-24)	BE	Belgium	Sander Loones	Nieuw-Vlaamse Alliantie	575160279283539	Facebook	15	1	114423	26570	750	154
m18_24	male (18-24)	BE	Belgium	Vlaams Belang Jongeren		203903005659	Facebook	2	1	111566	42534	777	155
m18_24	male (18-24)	BE	Belgium	one brussels	one.brussels	244157445635331	Facebook	16	1	102878	25065	599	53
m18_24	male (18-24)	BE	Belgium	Vluchtelingenwerk Vlaanderen		81497097451	Facebook	7	1	101299	42470	127	0
m18_24	male (18-24)	BE	Belgium	JONG CD&V	JONG CD&V	638247042856542	Facebook	8	1	97557	24106	354	44
m18_24	male (18-24)	BE	Belgium	Les Wallons ne manquent pas d'air		559852030865205	Facebook	21	1	95269	23650	452	0
m18_24	male (18-24)	BE	Belgium	CD&V Limburg	CD&V Limburg	495564387205601	Facebook	23	1	91968	21324	713	127
m18_24	male (18-24)	BE	Belgium	Greenpeace Belgium		73232790238	Facebook	68	1	89874	35093	982	89
m18_24	male (18-24)	BE	Belgium	BonneGueule		140324089470	Facebook	4	1	84553	41336	413	81
m18_24	male (18-24)	BE	Belgium	VICE Belgium		801881059889650	Facebook	2	1	81829	40915	408	81
m18_24	male (18-24)	BE	Belgium	L'OCCITANE en Provence		161197393938517	Facebook	5	1	79635	32642	195	94
m18_24	male (18-24)	BE	Belgium	Theo Francken		483497581789280	Facebook	7	1	77937	33928	413	79
m18_24	male (18-24)	BE	Belgium	Bert Maertens	N-VA	230657213955622	Facebook	14	1	77667	24831	442	38
m18_24	male (18-24)	BE	Belgium	Meyrem Almaci	Meyrem Almaci	1943402032590802	Facebook	9	1	77347	22040	372	44
m18_24	male (18-24)	BE	Belgium	UNHCR Belgium		948453825344452	Facebook	1	1	75915	30366	759	151
m18_24	male (18-24)	BE	Belgium	Olivier Chastel	MR - Mouvement Réformateur	36858143935	Facebook	5	1	75600	24010	525	94
m18_24	male (18-24)	BE	Belgium	Manu Diericx	Diericx Manu Romain C	311729416012864	Facebook	11	1	75297	28821	287	31
m18_24	male (18-24)	BE	Belgium	Marie Arena		109149719130331	Facebook	20	1	70015	27952	255	18
m18_24	male (18-24)	BE	Belgium	Fight For €14 - NL		296330127745778	Facebook	23	1	69674	20653	253	0
m18_24	male (18-24)	BE	Belgium	Européens Sans Frontières		668031516635463	Facebook	8	1	69608	28094	133	36
m18_24	male (18-24)	BE	Belgium	vdk bank		185648231502494	Facebook	3	1	67397	27458	323	64
m18_24	male (18-24)	BE	Belgium	UNICEF Belgium	UNICEF Belgium	60589646095	Facebook	17	1	64472	22000	384	67
m18_24	male (18-24)	BE	Belgium	Chroniques Du Golfe		2196850910357980	Facebook	22	1	64037	24984	132	0
m18_24	male (18-24)	BE	Belgium	Solvari België		118790941561498	Facebook	6	1	63815	23033	659	123
m18_24	male (18-24)	BE	Belgium	Zuhal Demir	Nieuw-Vlaamse Alliantie	453932394796444	Facebook	13	1	61310	16297	191	11
m18_24	male (18-24)	BE	Belgium	Kristof Calvo	Kristof Calvo	345099982367937	Facebook	5	1	61081	13066	184	10
m18_24	male (18-24)	BE	Belgium	Smart Solutions Qualified people for you		401154619963846	Facebook	3	1	59242	29221	790	204
m18_24	male (18-24)	BE	Belgium	Christian Leysen	Christian Leysen	403864600161608	Facebook	10	1	58537	20418	1124	218
m18_24	male (18-24)	BE	Belgium	Pax Christi Vlaanderen		108540709270948	Facebook	2	1	57855	24782	357	71
m18_24	male (18-24)	BE	Belgium	Sofian El Sayd - 61e sur la liste régionale du PS bruxellois		1951525111537961	Facebook	4	1	57483	23121	172	27
m18_24	male (18-24)	BE	Belgium	Gelijke kansen - Egalité des chances		1757055917947545	Facebook	21	1	57030	15079	843	0
m18_24	male (18-24)	BE	Belgium	Steven Kindt	Kindt Steven Karel A	934178266778547	Facebook	4	1	54408	17941	181	22
m18_24	male (18-24)	BE	Belgium	The Bamboo Brush Society		1152885191422950	Facebook	41	1	53223	17894	452	57
m18_24	male (18-24)	BE	Belgium	ExxonMobil		925007000949719	Facebook	18	1	52693	11524	421	40
m18_24	male (18-24)	BE	Belgium	Lode Ceyssens	Lode Ceyssens	690224427744073	Facebook	7	1	52556	16512	216	20
m18_24	male (18-24)	BE	Belgium	European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	2	1	52000	26000	259	52
m18_24	male (18-24)	BE	Belgium	Ralph Packet		2009966045768110	Facebook	14	1	51999	13964	300	13
m18_24	male (18-24)	BE	Belgium	Europahuis Ryckevelde	Ryckevelde vzw	119449038070827	Facebook	6	1	51148	10229	175	18
m18_24	male (18-24)	BE	Belgium	Jean de Bethune		425691141175605	Facebook	2	1	50566	22155	120	20
m18_24	male (18-24)	BE	Belgium	Ecolo	Ecolo	38296327361	Facebook	13	1	49250	11139	434	62
m18_24	male (18-24)	BE	Belgium	4UCAMPUS		259614948900	Facebook	4	1	48586	9717	174	0
m18_24	male (18-24)	BE	Belgium	PTB	PTB	53838654385	Facebook	5	1	46836	16861	148	17
m18_24	male (18-24)	BE	Belgium	Koen Geens	CD&V	294055357407926	Facebook	35	1	46478	12331	618	12
m18_24	male (18-24)	BE	Belgium	WWF-Belgium	WWF-Belgium	110844205773	Facebook	16	1	46027	19914	269	25
m18_24	male (18-24)	BE	Belgium	Le Lombard		49864931287	Facebook	2	1	45570	22785	172	34
m18_24	male (18-24)	BE	Belgium	SP Ostbelgien	SP Ostbelgien	183856108612877	Facebook	5	1	43669	8973	176	20
m18_24	male (18-24)	BE	Belgium	TScheldt		682842165445702	Facebook	5	1	43619	9113	204	26
m18_24	male (18-24)	BE	Belgium	Axel Ronse	N-VA	2375576969141695	Facebook	3	1	43121	15508	154	22
m18_24	male (18-24)	BE	Belgium	Sigefroid Van Haelst		426942467817318	Facebook	3	1	41974	8395	144	0
m18_24	male (18-24)	BE	Belgium	Brecht Vermeulen	Nieuw-Vlaamse Alliantie	167165610745178	Facebook	5	1	40536	8571	92	0
m18_24	male (18-24)	BE	Belgium	N-VA Brugge	Nieuw-Vlaamse Alliantie	103746756361685	Facebook	5	1	40451	13971	167	24
m18_24	male (18-24)	BE	Belgium	Bond Beter Leefmilieu		143447890251	Facebook	6	1	40131	8026	93	0
m18_24	male (18-24)	BE	Belgium	Peter Van Hecke		414570162644130	Facebook	4	1	39597	7919	323	61
m18_24	male (18-24)	BE	Belgium	Bart Claes		206798700258264	Facebook	1	1	39247	7849	391	78
m18_24	male (18-24)	BE	Belgium	Philippe Muyters	Nieuw-Vlaamse Alliantie	197625717055207	Facebook	5	1	38151	9133	221	26
m18_24	male (18-24)	BE	Belgium	ROXY ANTWERP		175724632506647	Facebook	5	1	38070	10330	204	0
m18_24	male (18-24)	BE	Belgium	Hugues Bayet	Julien Fanuel 	538840262914740	Facebook	8	1	37854	11238	132	10
m18_24	male (18-24)	BE	Belgium	Jesuit Refugee Service Europe - JRS	JRS Europe	1568112950115984	Facebook	7	1	36782	7582	250	36
m18_24	male (18-24)	BE	Belgium	Sander Vandecapelle	Vandecapelle Sander 	288654088488077	Facebook	10	1	36358	10948	397	40
m18_24	male (18-24)	BE	Belgium	Sabine de Bethune		254157758598438	Facebook	6	1	35167	15497	143	20
m18_24	male (18-24)	BE	Belgium	Kim De Witte	PVDA	315662412174661	Facebook	12	1	34730	7113	352	67
m18_24	male (18-24)	BE	Belgium	Marc Lejeune - 3ème au CDH à la Région	Marc Jean-Marie P Lejeune	1115141181990895	Facebook	80	1	34658	5027	1471	0
m18_24	male (18-24)	BE	Belgium	ProDG	ProDG	89846075866	Facebook	33	1	34561	10493	448	19
m18_24	male (18-24)	BE	Belgium	Greens/EFA in the European Parliament		150527751674751	Facebook	27	1	33942	9519	240	18
m18_24	male (18-24)	BE	Belgium	Jan Cornillie		980619838787000	Facebook	18	1	33357	8544	285	22
m18_24	male (18-24)	BE	Belgium	Elias Kartout	Nieuw-Vlaamse Alliantie	2593268540690171	Facebook	4	1	33297	13917	159	30
m18_24	male (18-24)	BE	Belgium	Hendrik Bogaert	Bogaert Hendrik Frank	277636928983663	Facebook	48	1	32638	8500	633	9
m18_24	male (18-24)	BE	Belgium	Wouter Vermeersch	Vlaams Belang	1819099895078637	Facebook	11	1	32625	7584	175	0
m18_24	male (18-24)	BE	Belgium	Bert Wollants	Wollants Bert	122123487813722	Facebook	8	1	32552	7355	142	0
m18_24	male (18-24)	BE	Belgium	sp.a Limburg	sp.a Limburg	885074558184212	Facebook	22	1	32339	7633	152	9
m18_24	male (18-24)	BE	Belgium	Student.be for Young Graduates		856265914446376	Facebook	1	1	31211	6242	61	0
m18_24	male (18-24)	BE	Belgium	Orry Van de Wauwer		100752223802681	Facebook	6	1	31099	7221	313	29
m18_24	male (18-24)	BE	Belgium	Anneleen Van Bossuyt		1375436739430055	Facebook	4	1	31060	9510	238	77
m18_24	male (18-24)	BE	Belgium	Halal en danger		2115131348600358	Facebook	2	1	29516	11749	117	19
m18_24	male (18-24)	BE	Belgium	Jean-Jacques Flahaux		486153524822322	Facebook	4	1	29344	9876	226	45
m18_24	male (18-24)	BE	Belgium	Kristof Hendrickx		125105154858140	Facebook	1	1	28245	14122	141	70
m18_24	male (18-24)	BE	Belgium	NSV! - Nationalistische StudentenVereniging		261749768867	Facebook	6	1	28179	8310	517	0
m18_24	male (18-24)	BE	Belgium	CSP Ostbelgien	CSP Ostbelgien	119271231424655	Facebook	32	1	27758	6898	355	0
m18_24	male (18-24)	BE	Belgium	Koen Van den Heuvel	Koen Van den Heuvel	1953990651532264	Facebook	32	1	27677	6543	401	0
m18_24	male (18-24)	BE	Belgium	Santesano		316620582266150	Facebook	2	1	26649	11693	222	106
m18_24	male (18-24)	BE	Belgium	Groen Brussel		144986545155	Facebook	4	1	25979	6020	141	18
m18_24	male (18-24)	BE	Belgium	350.org		12185972707	Facebook	32	1	25556	6318	162	26
m18_24	male (18-24)	BE	Belgium	Gwendolyn Rutten	Gwendolyn Rutten	149158155084	Facebook	1	1	25142	12571	125	25
m18_24	male (18-24)	BE	Belgium	Student.be		198484016852536	Facebook	1	1	24827	4965	49	0
m18_24	male (18-24)	BE	Belgium	Sarah Smeyers	N-VA	95712061024	Facebook	6	1	24721	5246	103	10
