week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-16	IE	Ireland	602	159	8378445	2752145	55034	7155
w019	Week 19	2019-05-06	2019-05-12	IE	Ireland	798	181	11289474	3903020	70006	11127
w018	Week 18	2019-04-29	2019-05-05	IE	Ireland	808	209	9482477	3507703	63352	9348
w017	Week 17	2019-04-22	2019-04-28	IE	Ireland	756	214	6292278	2431737	32374	4300
w016	Week 16	2019-04-15	2019-04-21	IE	Ireland	729	232	4379909	1779579	23654	3563
w015	Week 15	2019-04-08	2019-04-14	IE	Ireland	934	349	3482313	1380546	22200	3731
w014	Week 14	2019-04-01	2019-04-07	IE	Ireland	763	325	2367239	914780	20552	3186
w013	Week 13	2019-03-25	2019-03-31	IE	Ireland	674	299	2765041	874725	17617	1932
w012	Week 12	2019-03-18	2019-03-24	IE	Ireland	684	257	2494911	830911	20710	2084
w011	Week 11	2019-03-11	2019-03-17	IE	Ireland	340	166	1413995	547817	10720	1645
w010	Week 10	2019-03-04	2019-03-10	IE	Ireland	330	149	1135382	437137	7006	986
w009	Week 9	2019-02-25	2019-03-03	IE	Ireland	190	100	371376	90529	2745	130
w008	Week 8	2019-02-18	2019-02-24	IE	Ireland	151	71	221136	71971	1757	94
w007	Week 7	2019-02-11	2019-02-17	IE	Ireland	114	62	160307	45846	1935	201
w006	Week 6	2019-02-04	2019-02-10	IE	Ireland	107	56	211513	82326	2381	181
w005	Week 5	2019-01-28	2019-02-03	IE	Ireland	125	51	105335	28230	1069	37
w004	Week 4	2019-01-21	2019-01-27	IE	Ireland	97	40	43098	9783	941	21
w003	Week 3	2019-01-14	2019-01-20	IE	Ireland	109	45	146131	40170	1109	49
w002	Week 2	2019-01-07	2019-01-13	IE	Ireland	70	38	85627	23482	516	19
w001	Week 1	2019-01-01	2019-01-06	IE	Ireland	53	25	41464	17982	355	40
