week_code_filter	week_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w002	Week 2	Britain's Future	Britain's Future	1625300137516491	Facebook	329	1	7250733	1737743	72289	13237
w002	Week 2	We are the 52%	We are the 52%	466744973727718	Facebook	40	1	2170315	802937	5916	663
w002	Week 2	38 Degrees	38 Degrees	200006375787	Facebook	38	1	1448947	581887	9589	1502
w002	Week 2	People's Vote UK	People's Vote	748608695327755	Facebook	64	1	1404801	503999	12856	2657
w002	Week 2	Best For Britain	Best for Britain	1863944713844924	Facebook	69	1	1289024	585856	17392	4713
w002	Week 2	Rädda Barnen		72659261793	Facebook	29	1	1204971	388000	6618	2241
w002	Week 2	Go Canada Academic and Immigration Services		936478993111944	Facebook	2	1	1199998	600000	396	66
w002	Week 2	The Labour Party	The Labour Party	25749647410	Facebook	5	1	1066663	466666	3853	1928
w002	Week 2	La Prime Énergie		336155273400553	Facebook	4	1	1054996	411000	10196	2000
w002	Week 2	Plan International Sverige		382243262003	Facebook	79	1	1036432	388681	9854	2548
w002	Week 2	Morvai Krisztina		282077899700	Facebook	1	1	999999	500000	999	500
w002	Week 2	Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	12	1	872988	337000	4383	1388
w002	Week 2	WeWorld Onlus		299584710061488	Facebook	22	1	655614	259894	6672	1015
w002	Week 2	COP23		1812087282376505	Facebook	1	1	545454	272727	242	48
w002	Week 2	More United	More United	618113871680733	Facebook	3	1	450235	175761	5111	991
w002	Week 2	Roberta Metsola		406824526101449	Facebook	10	1	448881	170555	4531	777
w002	Week 2	Amref Health Africa - Italia		48677844864	Facebook	20	1	431980	101000	1980	0
w002	Week 2	London Labour Party	The London Labour Party 	474613052643462	Facebook	7	1	421746	160416	1960	533
w002	Week 2	The Bamboo Brush Society		1152885191422950	Facebook	8	1	410992	142000	1992	300
w002	Week 2	Trades Union Congress (TUC)	Trades Union Congress	124295177616347	Facebook	5	1	410620	190000	2323	1012
w002	Week 2	Florida Invest		1757174107834441	Facebook	9	1	409991	112000	1149	89
w002	Week 2	Tate		1175315639185483	Facebook	21	1	396979	81000	2079	0
w002	Week 2	Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	24	1	348828	75617	2319	202
w002	Week 2	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	19	1	310738	121969	1338	115
w002	Week 2	Harald Vilimsky		547597092025909	Facebook	4	1	307998	123666	2844	560
