country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ES	Spain	0_50	0 - 50	22219	1959	175503718	43904090	1908173	176
ES	Spain	50_100	50 - 100	22348	1895	2298645	813871	12785	1178
ES	Spain	100_1k	100 - 1k	2788	511	237866584	102249903	934743	258284
ES	Spain	1k_5k	1k - 5k	308	65	137525117	63219198	1002869	203145
ES	Spain	5k_10k	5k - 10k	17	10	9140646	4570127	91721	45692
ES	Spain	10k_50k	10k - 50k	3	2	2017856	1008929	100792	20158
