country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ES	Spain	f	female	21691	2059	325307301	123432792	2326983	299693
ES	Spain	m	male	18813	1983	236459628	91320407	1706415	226270
ES	Spain	u	unknown	13570	1853	2585636	1012919	17686	2670
