advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
déi gréng	déi gréng	21710789873	Facebook	25_34	25-34	LU	Luxembourg	51	1	879894	270915	5019	843
déi jonk gréng	Déi jonk gréng	197451906960613	Facebook	25_34	25-34	LU	Luxembourg	30	1	390042	115028	1872	190
CSV	CSV	56016549775	Facebook	25_34	25-34	LU	Luxembourg	25	1	236478	52885	1651	235
European Parliament	European Parliament	178362315106	Facebook	25_34	25-34	LU	Luxembourg	24	1	206865	62626	1228	145
DP - Demokratesch Partei	DP - Demokratesch Partei	280875378609326	Facebook	25_34	25-34	LU	Luxembourg	13	1	152271	55773	1070	263
Mischel Sylvie	Sylvie Suzette Renee Mischel	155913575037227	Facebook	25_34	25-34	LU	Luxembourg	18	1	148986	31547	1447	269
ADR  - Alternativ Demokratesch Reformpartei	ADR	115916035102253	Facebook	25_34	25-34	LU	Luxembourg	13	1	143533	28707	1226	235
LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	25_34	25-34	LU	Luxembourg	10	1	130145	34947	743	123
déi Lénk	déi Lénk	120444648033670	Facebook	25_34	25-34	LU	Luxembourg	13	1	99058	23239	531	32
Volt Luxembourg	Volt Luxembourg	766459183561998	Facebook	25_34	25-34	LU	Luxembourg	8	1	61969	12259	348	29
CSJ - Chrëschtlech-Sozial Jugend	CSJ - Chrëschtlech-Sozial Jugend	118614251515164	Facebook	25_34	25-34	LU	Luxembourg	3	1	47191	9349	136	0
Give Us A Voice Lëtzebuerg		1505184473073824	Facebook	25_34	25-34	LU	Luxembourg	1	1	32455	16227	811	162
Wee2050 / Nee2015	Wee2050 / Nee2015	889354561125041	Facebook	25_34	25-34	LU	Luxembourg	7	1	20980	7438	136	0
Greenpeace Luxembourg	Greenpeace Luxembourg	67370457805	Facebook	25_34	25-34	LU	Luxembourg	5	1	16726	4157	124	0
Christopher Lilyblad	Christopher Lilyblad	163909507424327	Facebook	25_34	25-34	LU	Luxembourg	1	1	13167	2633	131	26
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	25_34	25-34	LU	Luxembourg	3	1	12433	6216	61	12
Gary Diderich	Gary Diderich	73144437219	Facebook	25_34	25-34	LU	Luxembourg	2	1	12196	2439	131	22
European Commission	European Commission	107898832590939	Facebook	25_34	25-34	LU	Luxembourg	22	1	11926	5593	22	5
JSL	Amir Vesali	64281432571	Facebook	25_34	25-34	LU	Luxembourg	6	1	9165	1738	218	0
Friddens- a Solidaritéitsplattform		110747949801520	Facebook	25_34	25-34	LU	Luxembourg	2	1	8077	1568	38	0
Piraten Bezierk Osten		141480992729926	Facebook	25_34	25-34	LU	Luxembourg	1	1	5187	1037	51	10
Julia Elisabetta Pitterman	Volt Luxembourg	2235333396715580	Facebook	25_34	25-34	LU	Luxembourg	4	1	5135	1027	101	0
Marc ANGEL	Marc Angel	1404458223105541	Facebook	25_34	25-34	LU	Luxembourg	4	1	3400	1152	65	0
Marc Spautz		143237373145276	Facebook	25_34	25-34	LU	Luxembourg	1	1	3006	1503	29	0
Piraten Bezierk Süden		659368007411223	Facebook	25_34	25-34	LU	Luxembourg	7	1	2311	304	108	0
