advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	rw2	Last 2 weeks	PL	Poland	472	1	8252439	3171935	28335	7207
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	rw2	Last 2 weeks	PL	Poland	139	1	6174663	2493082	38795	7714
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	rw2	Last 2 weeks	PL	Poland	30	1	4268353	1917312	8014	2538
Razem	KKW Lewica Razem - Razem, Unia Pracy, RSS	430323810469014	Facebook	rw2	Last 2 weeks	PL	Poland	60	1	3173155	1105289	8801	2030
Gazeta Wyborcza		63563473556	Facebook	rw2	Last 2 weeks	PL	Poland	179	1	2970805	855836	6788	859
European Greens		141366725876424	Facebook	rw2	Last 2 weeks	PL	Poland	16	1	2921547	1344713	10054	2588
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	rw2	Last 2 weeks	PL	Poland	36	1	2741240	1214146	3965	743
European Parliament		178362315106	Facebook	rw2	Last 2 weeks	PL	Poland	19	1	2712868	1145984	9941	3156
Krzysztof Hetman	Krzysztof Hetman	1607487699534202	Facebook	rw2	Last 2 weeks	PL	Poland	44	1	2489627	833333	4558	1167
Sven Zagała	KW Wiosna Roberta Biedronia	2215190752031133	Facebook	rw2	Last 2 weeks	PL	Poland	60	1	2435963	822170	8959	2193
Radosław Sikorski	KKW Koalicja Europejska PO PSL SLD .N Zieloni	134214926657042	Facebook	rw2	Last 2 weeks	PL	Poland	37	1	1834456	726496	4210	1177
Paweł Kobyliński - Poseł na Sejm RP, Kandydat do Parlamentu Europejskiego	Paweł Kobyliński, kandydat Koalicji Europejskiej do Europarlamentu	1576591379231457	Facebook	rw2	Last 2 weeks	PL	Poland	25	1	1637990	592808	3673	825
Anna Fotyga - Biuro Poselskie	KW Prawo i Sprawiedliwość	1467418970166506	Facebook	rw2	Last 2 weeks	PL	Poland	25	1	1364216	523847	5961	1362
Jerzy Buzek	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	69153026654	Facebook	rw2	Last 2 weeks	PL	Poland	28	1	1259807	511166	3948	860
Michał Boni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	693499534003775	Facebook	rw2	Last 2 weeks	PL	Poland	56	1	1041944	275999	2871	395
Paweł Bejda	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	587380481330698	Facebook	rw2	Last 2 weeks	PL	Poland	65	1	980789	243872	2205	301
Kamila Gasiuk-Pihowicz	Kamila Gasiuk-PIhowicz KKW Koalicja Europejska PO PSL SLD .N Zieloni	150412465290475	Facebook	rw2	Last 2 weeks	PL	Poland	28	1	967188	310142	3488	849
Dariusz Rosati	CommSense	238903929634988	Facebook	rw2	Last 2 weeks	PL	Poland	34	1	953270	211197	2035	330
Karol Karski	Komitet Wyborczy Prawa i Sprawiedliwości 	612725748801524	Facebook	rw2	Last 2 weeks	PL	Poland	44	1	942443	357084	1675	404
Joanna Skrzydlewska	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	274904002573727	Facebook	rw2	Last 2 weeks	PL	Poland	7	1	893327	391666	1727	387
Sylwia Spurek		1967695263556184	Facebook	rw2	Last 2 weeks	PL	Poland	8	1	879564	364285	1241	309
Jarosław Wałęsa	KKW Koalicja Europejska PO PSL SLD N Zieloni	433052760111334	Facebook	rw2	Last 2 weeks	PL	Poland	30	1	870108	185626	1827	306
Łukasz Kohut	KW Wiosna Roberta Biedronia 	1465965073732774	Facebook	rw2	Last 2 weeks	PL	Poland	9	1	835493	358571	2244	446
Krzysztof Jurgiel	Overs sp. z o.o.	465990636788016	Facebook	rw2	Last 2 weeks	PL	Poland	13	1	792202	339773	1113	325
Marek Balt	KKW Koalicja Europejska PO PSL SLD  .N Zieloni	398824790221548	Facebook	rw2	Last 2 weeks	PL	Poland	23	1	776990	268347	1830	380
