gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	ES	Spain	5266	496	80241137	29408437	760058	111731
m	male	ES	Spain	4857	493	70402024	26049874	654076	101316
u	unknown	ES	Spain	3337	468	759534	287829	6785	1292
