advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	f	Facebook	LT	Lithuania	29	1	6702218	2914781	32258	7498
Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	f	Facebook	LT	Lithuania	44	1	5583946	2506995	8155	1499
Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	f	Facebook	LT	Lithuania	69	1	1901928	449998	6830	0
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	f	Facebook	LT	Lithuania	42	1	1828957	734999	5357	299
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	f	Facebook	LT	Lithuania	60	1	1497932	333998	7139	300
Kialo		729627343834501	Facebook	f	Facebook	LT	Lithuania	364	1	1403870	559446	8817	2074
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	f	Facebook	LT	Lithuania	26	1	961973	209999	2573	0
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	f	Facebook	LT	Lithuania	15	1	952949	369992	3484	499
Prof. Dr. Stanislovas Tomas, Advokatas		1049345465226776	Facebook	f	Facebook	LT	Lithuania	5	1	700994	269999	1597	534
European Commission		107898832590939	Facebook	f	Facebook	LT	Lithuania	13	1	588900	261955	1760	246
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)		198988713464683	Facebook	f	Facebook	LT	Lithuania	8	1	460992	182000	1592	200
Bronis Ropė		216419471860983	Facebook	f	Facebook	LT	Lithuania	10	1	356989	70999	990	0
Tomas Tomilinas - naujienos		530620843630609	Facebook	f	Facebook	LT	Lithuania	17	1	351954	126985	1682	0
Petras Auštrevičius		1482024028702535	Facebook	f	Facebook	LT	Lithuania	11	1	332968	155989	1888	199
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	f	Facebook	LT	Lithuania	31	1	284946	134174	636	188
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	f	Facebook	LT	Lithuania	10	1	245990	88000	990	0
Laima Mogenienė		334338600540343	Facebook	f	Facebook	LT	Lithuania	32	1	225609	54928	3151	0
Lietuvos Centro Partija (LCP)		102161476501915	Facebook	f	Facebook	LT	Lithuania	3	1	204996	100999	1096	199
Europos Komisijos atstovybė Lietuvoje		76783564232	Facebook	f	Facebook	LT	Lithuania	1	1	199999	100000	498	100
Liberalai		81004804444	Facebook	f	Facebook	LT	Lithuania	11	1	188983	45998	1067	0
Saulius Skvernelis	Saulius Skvernelis	814777171988967	Facebook	f	Facebook	LT	Lithuania	4	1	164996	66000	796	100
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	f	Facebook	LT	Lithuania	53	1	161368	69953	749	162
Vilija Blinkevičiūtė	Lietuvos socialdemokratų partija - LSDP	1551002341778947	Facebook	f	Facebook	LT	Lithuania	6	1	160960	31993	593	0
Viktoras Uspaskich		160851767470	Facebook	f	Facebook	LT	Lithuania	2	1	149998	60000	998	200
Greens/EFA in the European Parliament		150527751674751	Facebook	f	Facebook	LT	Lithuania	21	1	127430	54842	149	30
Darbo partija		264116120225	Facebook	f	Facebook	LT	Lithuania	4	1	110992	25000	395	0
Kęstutis Mažeika		781577665286911	Facebook	f	Facebook	LT	Lithuania	2	1	104998	51000	198	0
Robertas Šarknickas		880209082011396	Facebook	f	Facebook	LT	Lithuania	3	1	100988	19998	296	0
Neste Lietuva		250653168401432	Facebook	f	Facebook	LT	Lithuania	1	1	99998	49999	498	99
Europos Parlamento biuras Lietuvoje		188014250186	Facebook	f	Facebook	LT	Lithuania	1	1	99984	49992	498	99
Karolina Štelmokaitė	LVŽS	763068560724258	Facebook	f	Facebook	LT	Lithuania	7	1	94993	28000	693	0
European Youth Event		919232861444360	Facebook	f	Facebook	LT	Lithuania	6	1	89405	41821	303	71
Arte		656089814494677	Facebook	f	Facebook	LT	Lithuania	6	1	81455	37639	217	35
Minfo		163564217762927	Facebook	f	Facebook	LT	Lithuania	15	1	80979	21998	1718	0
Lietuvos Emigrantų Sąjunga		423692800995137	Facebook	f	Facebook	LT	Lithuania	12	1	64988	16000	1374	0
European Greens		141366725876424	Facebook	f	Facebook	LT	Lithuania	3	1	63835	24483	140	56
VoteWatch Europe		355087424564148	Facebook	f	Facebook	LT	Lithuania	5	1	58975	24492	98	31
TNS Forum		1350664425010518	Facebook	f	Facebook	LT	Lithuania	2	1	50998	10000	198	0
Arvydas Juozaitis		458551247900215	Facebook	f	Facebook	LT	Lithuania	2	1	50998	10000	198	0
Laikykitės ten		1627943310850393	Facebook	f	Facebook	LT	Lithuania	1	1	49999	10000	99	0
Neregėta Lietuva		2040075636034252	Facebook	f	Facebook	LT	Lithuania	1	1	49999	10000	88	0
SEB Lietuvoje		167427916707061	Facebook	f	Facebook	LT	Lithuania	1	1	49999	10000	99	0
NATO 70 egzaminas		2240521622862234	Facebook	f	Facebook	LT	Lithuania	1	1	49999	10000	99	0
prof. dr. Vytautas Radžvilas		62378591336	Facebook	f	Facebook	LT	Lithuania	1	1	49999	9999	98	0
Solet Technics		1816645448570572	Facebook	f	Facebook	LT	Lithuania	1	1	49999	10000	99	0
Pilietinė žiniasklaida		547507861936974	Facebook	f	Facebook	LT	Lithuania	1	1	49999	10000	99	0
Investors' Forum		1330823023658838	Facebook	f	Facebook	LT	Lithuania	1	1	49998	9999	88	0
SoliTek Lietuva		1472498606141305	Facebook	f	Facebook	LT	Lithuania	1	1	49998	9999	98	0
Locked N' Loaded		2121608601493086	Facebook	f	Facebook	LT	Lithuania	1	1	49998	9999	98	0
Lietuvių tautininkų ir respublikonų sąjunga		108177835942929	Facebook	f	Facebook	LT	Lithuania	1	1	49998	9999	98	0
Aušra Maldeikienė		1650670061877646	Facebook	f	Facebook	LT	Lithuania	1	1	49977	9995	88	0
Socialinės apsaugos ir darbo ministerija		183786048462	Facebook	f	Facebook	LT	Lithuania	1	1	49952	9990	98	0
Game of Sultans		185311195624361	Facebook	f	Facebook	LT	Lithuania	6	1	44606	19738	967	193
Прибыльные известия		563621860696849	Facebook	f	Facebook	LT	Lithuania	4	1	34435	8234	179	21
Guardian Weekly		64525551258	Facebook	f	Facebook	LT	Lithuania	10	1	33875	12875	62	16
Tuxy		870667836405958	Facebook	f	Facebook	LT	Lithuania	3	1	30659	12437	139	32
Create.Refresh	Create.Refresh	1736881926615141	Facebook	f	Facebook	LT	Lithuania	4	1	26680	10973	72	10
Už Ingridą	Ingrida Šimonytė	2214495192154107	Facebook	f	Facebook	LT	Lithuania	3	1	24997	11000	297	0
Už Vytenį Andriukaitį		1545031192307207	Facebook	f	Facebook	LT	Lithuania	3	1	19996	6999	275	0
LT Fish Blog		2108544176051484	Facebook	f	Facebook	LT	Lithuania	3	1	19996	7000	27	9
BBC News Russian		190992343324	Facebook	f	Facebook	LT	Lithuania	1	1	18831	3766	43	0
Council of the European Union		147547541961576	Facebook	f	Facebook	LT	Lithuania	4	1	17743	8545	69	13
Europeana.eu		10261403667	Facebook	f	Facebook	LT	Lithuania	2	1	16418	6875	14	2
Jaunųjų konservatorių lyga	Vaitkevicius	269533485196	Facebook	f	Facebook	LT	Lithuania	4	1	15996	3000	396	0
LDiena.lt - Lietuvos Diena - naujienos, nuomonės, komentarai		367187017379224	Facebook	f	Facebook	LT	Lithuania	2	1	14997	5999	197	0
Asociacija „Savarankiškas gyvenimas“		554958651367292	Facebook	f	Facebook	LT	Lithuania	2	1	14986	5995	176	0
RuBaltic.Ru		361996777230933	Facebook	f	Facebook	LT	Lithuania	4	1	14554	2911	26	9
Erasmus Student Network		25226723130	Facebook	f	Facebook	LT	Lithuania	2	1	13816	6908	7	1
European Jewish Association		853930504670255	Facebook	f	Facebook	LT	Lithuania	1	1	13437	6718	33	6
Wholesome Culture		1664959567149320	Facebook	f	Facebook	LT	Lithuania	4	1	12522	5433	26	5
Save the Refugees		1931458237163388	Facebook	f	Facebook	LT	Lithuania	1	1	12468	4987	11	2
Nula		257091368278945	Facebook	f	Facebook	LT	Lithuania	4	1	11995	1999	395	0
DRH Lindersvold		512374155442078	Facebook	f	Facebook	LT	Lithuania	3	1	11067	4495	32	6
Dream 2 Drive		1122458617876090	Facebook	f	Facebook	LT	Lithuania	3	1	10997	2000	297	0
European Youth		130456876990360	Facebook	f	Facebook	LT	Lithuania	5	1	10533	5240	39	6
Europe Together		140105536131109	Facebook	f	Facebook	LT	Lithuania	1	1	10065	5033	50	10
Baltosios pirštinės		362446500510769	Facebook	f	Facebook	LT	Lithuania	1	1	9999	5000	99	0
Zuokas		150259975018869	Facebook	f	Facebook	LT	Lithuania	1	1	9999	5000	99	0
Dirbančių Neįgaliųjų Asociacija		276196292879415	Facebook	f	Facebook	LT	Lithuania	1	1	9999	5000	99	0
AGIA - autogamintojų ir importuotojų asociacija		229568474485104	Facebook	f	Facebook	LT	Lithuania	1	1	9999	5000	88	0
Autogidas.lt		77506876306	Facebook	f	Facebook	LT	Lithuania	1	1	9999	5000	88	0
Laisvos visuomenės institutas		943920815656380	Facebook	f	Facebook	LT	Lithuania	1	1	9999	5000	88	0
Tėvyne Mūsų		1524944987615159	Facebook	f	Facebook	LT	Lithuania	1	1	9999	5000	98	0
Selenacup		695110977328384	Facebook	f	Facebook	LT	Lithuania	2	1	9127	3882	7	0
eToro		193863317737	Facebook	f	Facebook	LT	Lithuania	16	1	8688	3739	21	5
EPP - European People's Party		48034275355	Facebook	f	Facebook	LT	Lithuania	2	1	8428	3763	18	6
Cecilia Malmström		258966159416	Facebook	f	Facebook	LT	Lithuania	1	1	8093	3237	16	8
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	f	Facebook	LT	Lithuania	7	1	7887	1769	39	0
