region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
alsace	Alsace	FR	France	8407	1756	1068893	415911	12272	1928
aquitaine	Aquitaine	FR	France	8774	1802	1430991	489857	16904	1708
auvergne	Auvergne	FR	France	7430	1557	642687	204198	8419	1354
basse_normandie	Basse-Normandie	FR	France	7598	1571	399839	159823	5330	887
bourgogne	Bourgogne	FR	France	7721	1574	601416	202734	10390	914
bretagne	Bretagne	FR	France	8406	1709	2256647	774085	25384	5022
centre	Centre	FR	France	8197	1702	1295197	492078	16267	2837
champagne_ardenne	Champagne-Ardenne	FR	France	7636	1597	596610	226114	6851	980
corse	Corse	FR	France	6342	1331	145755	36235	1340	19
franche_comte	Franche-Comté	FR	France	7367	1526	364068	121139	6123	504
haute_normandie	Haute-Normandie	FR	France	8028	1670	551604	187280	7045	478
languedoc_roussillon	Languedoc-Roussillon	FR	France	8629	1750	2336010	772439	28176	3476
limousin	Limousin	FR	France	6944	1449	1386131	521281	14444	2628
lorraine	Lorraine	FR	France	8369	1735	3025327	1128390	36151	5842
midi_pyrenees	Midi-Pyrénées	FR	France	8630	1762	2170852	719350	18301	2040
nord_pas_de_calais	Nord-Pas-de-Calais	FR	France	8973	1867	4312628	1668827	42532	7019
pays_de_la_loire	Pays de la Loire	FR	France	8460	1747	1918923	710535	24412	3112
picardie	Picardie	FR	France	7926	1661	2083845	773811	27405	4410
poitou_charentes	Poitou-Charentes	FR	France	7779	1603	696861	283358	11103	2008
provence_alpes_cote_dazur	Provence-Alpes-Côte d'Azur	FR	France	9417	1972	4827360	1638852	47392	5084
rhone_alpes	Rhône-Alpes	FR	France	9404	1964	8329038	3084222	90978	13642
ile_de_france	Île-de-France	FR	France	10805	2425	22457616	8026082	229829	34787
