week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-07	LU	Luxembourg	249	60	630960	185758	6033	250
w018	Week 18	2019-04-29	2019-05-05	LU	Luxembourg	440	99	2826092	919140	15150	980
w017	Week 17	2019-04-22	2019-04-28	LU	Luxembourg	445	103	1044919	373273	6317	504
w016	Week 16	2019-04-15	2019-04-21	LU	Luxembourg	459	136	656090	183540	4282	373
w015	Week 15	2019-04-08	2019-04-14	LU	Luxembourg	678	230	1621414	428747	7731	328
w014	Week 14	2019-04-01	2019-04-07	LU	Luxembourg	567	211	889174	218586	6382	138
w013	Week 13	2019-03-25	2019-03-31	LU	Luxembourg	462	178	1600855	579500	11136	919
w012	Week 12	2019-03-18	2019-03-24	LU	Luxembourg	363	162	1185896	472722	6705	1028
w011	Week 11	2019-03-11	2019-03-17	LU	Luxembourg	248	103	541169	172982	2468	457
w010	Week 10	2019-03-04	2019-03-10	LU	Luxembourg	242	82	352467	100006	2101	130
w009	Week 9	2019-02-25	2019-03-03	LU	Luxembourg	120	51	268697	66288	1450	125
w008	Week 8	2019-02-18	2019-02-24	LU	Luxembourg	100	48	173484	48582	741	32
w007	Week 7	2019-02-11	2019-02-17	LU	Luxembourg	71	37	116715	32035	436	20
w006	Week 6	2019-02-04	2019-02-10	LU	Luxembourg	75	34	138412	43554	491	28
w005	Week 5	2019-01-28	2019-02-03	LU	Luxembourg	84	28	94139	24846	255	20
w004	Week 4	2019-01-21	2019-01-27	LU	Luxembourg	66	25	40545	18056	451	16
w003	Week 3	2019-01-14	2019-01-20	LU	Luxembourg	62	22	23478	11192	180	7
w002	Week 2	2019-01-07	2019-01-13	LU	Luxembourg	49	20	2951	975	11	1
w001	Week 1	2019-01-01	2019-01-06	LU	Luxembourg	38	16	5401	2516	16	2
