recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-07	2019-05-07	EE	Estonia	159	36	389231	116780	2183	96
rd2	Last 2 days	2019-05-06	2019-05-07	EE	Estonia	170	41	810094	244351	4530	205
rd3	Last 3 days	2019-05-05	2019-05-07	EE	Estonia	176	45	1237606	376946	6849	326
rd4	Last 4 days	2019-05-04	2019-05-07	EE	Estonia	185	45	1871603	589592	11105	948
rd5	Last 5 days	2019-05-03	2019-05-07	EE	Estonia	215	53	2470655	777452	15905	1495
rd6	Last 6 days	2019-05-02	2019-05-07	EE	Estonia	229	58	3716071	1259286	21296	2642
rw1	Last week	2019-05-01	2019-05-07	EE	Estonia	247	61	4111091	1395141	24950	3173
rw2	Last 2 weeks	2019-04-24	2019-05-07	EE	Estonia	415	90	4967450	1669284	30282	3814
rw3	Last 3 weeks	2019-04-17	2019-05-07	EE	Estonia	527	118	5865597	2006323	33433	4165
rw4	Last 4 weeks	2019-04-10	2019-05-07	EE	Estonia	755	173	6434125	2182973	37628	4368
rm1	Last month	2019-04-08	2019-05-07	EE	Estonia	813	198	6533535	2208684	38352	4418
rm2	Last 2 months	2019-03-09	2019-05-07	EE	Estonia	1250	342	7978115	2712398	45969	5300
rm3	Last 3 months	2019-02-07	2019-05-07	EE	Estonia	1459	383	8975702	3037344	51711	5657
rm6	Last 6 months	2019-01-01	2019-05-07	EE	Estonia	1562	399	9171277	3093267	54197	5679
