advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPÖ	SPÖ	77393060080	Facebook	65_	65+	AT	Austria	561	1	1721075	603386	15940	2656
Harald Vilimsky		547597092025909	Facebook	65_	65+	AT	Austria	163	1	1139296	488240	12584	2965
Andreas Schieder	SPÖ	290881691011354	Facebook	65_	65+	AT	Austria	170	1	694663	209287	5888	1099
kontrast.at	kontrast.at	1079650008770485	Facebook	65_	65+	AT	Austria	113	1	671152	263540	4498	1393
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	65_	65+	AT	Austria	1511	1	498955	109730	11416	452
Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	65_	65+	AT	Austria	284	1	454970	101907	5415	511
Claudia Gamon	NEOS	447992848717452	Facebook	65_	65+	AT	Austria	213	1	341039	98775	2795	326
Stadt Wien	Stadt Wien	110971788921077	Facebook	65_	65+	AT	Austria	12	1	319784	119368	1757	276
HC Strache	FPÖ	74865038590	Facebook	65_	65+	AT	Austria	73	1	291133	117604	1713	451
Othmar Karas	Volkspartei	395638503864459	Facebook	65_	65+	AT	Austria	311	1	272495	60682	6565	342
Wolfram Pirchner	Österreichischer Seniorenbund	296676857050295	Facebook	65_	65+	AT	Austria	13	1	237666	77746	2762	520
Wirtschaftsbund Österreich	Wirtschaftsbund Österreich	385183128166442	Facebook	65_	65+	AT	Austria	146	1	176290	39769	3422	127
Julia Herr	Sozialistische Jugend Österreich	345172509462824	Facebook	65_	65+	AT	Austria	29	1	136647	46813	1500	369
Dominik Nepp		135953609780627	Facebook	65_	65+	AT	Austria	94	1	123107	40770	1473	225
Die Grünen	Die Grünen	21759893033	Facebook	65_	65+	AT	Austria	27	1	121831	46667	1317	245
Alex Bernhuber	Niederösterreichischer Bauernbund	382872055842390	Facebook	65_	65+	AT	Austria	173	1	108232	25358	2173	102
FPÖ	FPÖ	169051073236170	Facebook	65_	65+	AT	Austria	17	1	101095	43904	772	192
Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	65_	65+	AT	Austria	77	1	97402	26776	741	15
OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	65_	65+	AT	Austria	45	1	94124	22199	326	19
Johann Gudenus		104145976305577	Facebook	65_	65+	AT	Austria	51	1	83402	30747	587	77
NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	65_	65+	AT	Austria	72	1	80688	20063	887	0
European Parliament		178362315106	Facebook	65_	65+	AT	Austria	80	1	77166	27812	837	120
1Europa	Peter Glawischnig	320389701908367	Facebook	65_	65+	AT	Austria	24	1	76831	21486	582	80
SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	65_	65+	AT	Austria	40	1	76185	21180	756	127
Wochenblick	Wochenblick	991628130904203	Facebook	65_	65+	AT	Austria	18	1	72931	20814	523	106
