country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BG	Bulgaria	0_1k	0 - 1k	2714	747	26150638	9632615	85145	8705
BG	Bulgaria	1k_5k	1k - 5k	66	34	2059462	913203	16009	3339
BG	Bulgaria	5k_10k	5k - 10k	5	5	11119	5559	262	69
BG	Bulgaria	10k_50k	10k - 50k	1	1	6351	3175	282	56
