advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	48	1	167834	77225	309	76
Демократична България	Демократична България	995342840629890	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	23	1	77756	31733	168	21
Kialo		729627343834501	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	241	1	70370	27148	388	91
Приоритети	БЗНС	1163987410423594	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	51	1	64086	23137	193	6
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	48	1	47695	22157	98	28
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	54	1	43876	18026	170	38
Бареков и Байрактаров без цензура - ТВ предаване		405986069871245	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	10	1	33641	11779	66	16
informo.bg	informo.bg	262524054082832	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	6	1	23438	10690	49	7
Стефан Тафров	Стефан Тафров	233810563693016	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	15	1	23217	5927	56	0
Крум Дончев/Krum Donchev		155516354469476	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	8	1	22794	10905	17	0
Volen Siderov		48268614826	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	21	1	22550	5005	73	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	16	1	22375	9235	47	9
European Greens	European Greens	141366725876424	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	9	1	16345	7362	55	13
България на Труда и Разума - БТР		709384432421964	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	8	1	14795	3079	28	0
За Петър Чобанов	Chobanov Petar	762986410409232	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	19	1	13975	3028	82	0
European Commission		107898832590939	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	3	1	11704	5852	32	8
Ангел Джамбазки	Войчин Мирчо	139581756144530	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	9	1	11172	3429	34	0
ВМРО Горна Оряховица		245988949432379	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	1	1	9999	5000	88	0
Influxbelie		198219740878934	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	1	1	9999	5000	88	0
Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	10	1	9398	1997	35	0
Евро Ферт АД		271746059949890	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	1	1	8389	4194	18	3
BRITA Bulgaria		1471240093191880	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	1	1	7831	3915	3	0
Greens/EFA in the European Parliament		150527751674751	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	11	1	7713	3097	12	2
Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	4	1	7472	1494	14	0
Фондация Българска Памет		540948509258655	Facebook	veliko_tarnovo_province_BG	Veliko Tarnovo Province, Bulgaria	2	1	6480	2585	8	0
