advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	74	1	485389	222465	2255	770
ČSSD	ČSSD	111041662264882	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	871	1	340020	91534	1680	393
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	98	1	172979	69598	528	137
European Commission		107898832590939	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	13	1	164292	75118	630	151
ecoFuture & E.ON Energy Globe		104654572907664	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	97	1	137460	48737	549	19
Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	90	1	130500	30317	80	21
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	53	1	129204	37274	223	59
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	48	1	100898	39577	311	77
Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	35	1	97330	24119	404	86
Gambrinus		146991996743	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	3	1	95877	43299	711	142
Evropa společně	Evropa společně	535611970260854	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	48	1	80636	27810	216	42
Pavel Poc	Poc Pavel	202974613060409	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	19	1	78235	30501	198	55
Tomáš Zdechovský		275042429350706	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	25	1	76953	32499	407	100
Andrej Babiš	ANO	214827221987263	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	5	1	68596	34298	212	46
HLAS	První prezidentská	320144481956623	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	76	1	60828	16222	116	37
Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	13	1	59892	24241	180	44
Daniel Herman		378072105614553	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	10	1	52800	20538	58	19
Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	11	1	45958	9191	54	13
Roman Kriz	Kriz Roman	382745889213194	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	122	1	43267	10249	156	35
Kialo		729627343834501	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	338	1	42196	16993	278	66
KDU-ČSL	KDU-ČSL	251656685576	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	51	1	40273	14276	134	29
Jan Zahradil		400970967000022	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	14	1	34006	10984	131	29
Michaela Šojdrová	KDU-ČSL	733410133337387	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	20	1	32417	11454	195	44
TOPAZ	Dlouhá Tereza	541077242579260	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	1	1	30097	6019	116	23
Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	pardubice_region_CZ	Pardubice Region, Czechia	48	1	28812	7700	56	14
