spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
5k_10k	5k - 10k	FR	France	Les Energies du Soleil		1684031805239401	Facebook	1	1	999999	500000	9999	5000
5k_10k	5k - 10k	FR	France	France Soleil		1928798227141536	Facebook	1	1	999999	500000	9999	5000
5k_10k	5k - 10k	FR	France	Les Antagonistes		398415124026017	Facebook	1	1	999881	499941	9997	4999
5k_10k	5k - 10k	FR	France	SOS Racisme		166294396737151	Facebook	1	1	999696	499848	9995	4998
5k_10k	5k - 10k	FR	France	Santesano		316620582266150	Facebook	1	1	803699	401850	8036	4018
5k_10k	5k - 10k	FR	France	Épargne Malin		1864684416941008	Facebook	3	1	449918	199964	18740	3748
5k_10k	5k - 10k	FR	France	Game of Sultans		185311195624361	Facebook	2	1	29046	14122	1185	258
5k_10k	5k - 10k	FR	France	Kialo		729627343834501	Facebook	2	1	20508	10254	182	91
5k_10k	5k - 10k	FR	France	Clone Evolution		1345821958781389	Facebook	1	1	12968	5187	230	115
5k_10k	5k - 10k	FR	France	Pologize Fashion		274227073497806	Facebook	1	1	4468	2234	39	19
5k_10k	5k - 10k	FR	France	Gaia		182073298490036	Facebook	1	1	3416	1708	30	15
5k_10k	5k - 10k	FR	France	5Pillars	5 Pillars	490858150969676	Facebook	1	1	1159	579	33	6
5k_10k	5k - 10k	FR	France	The Charity for Civil Servants		216978845071240	Facebook	1	1	6	3	0	0
5k_10k	5k - 10k	FR	France	The Brexit Party	The Brexit Party	230416667843105	Facebook	1	1	2	1	0	0
5k_10k	5k - 10k	FR	France	European Parliament		178362315106	Facebook	1	1	1	1	0	0
