audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	ES	Spain	3921	486	18548681	6897403	160449	26076
f25_34	female (25-34)	ES	Spain	4034	488	17177258	6319098	150643	23551
f35_44	female (35-44)	ES	Spain	4172	491	16393229	5960693	154880	23064
m35_44	male (35-44)	ES	Spain	3873	489	16289634	6021230	146145	23790
f18_24	female (18-24)	ES	Spain	3768	468	13451114	5005963	102874	15081
f45_54	female (45-54)	ES	Spain	4034	488	13377187	4772880	136020	18937
f55_64	female (55-64)	ES	Spain	3788	475	12396151	4631251	128772	19582
m18_24	male (18-24)	ES	Spain	3656	467	11287219	4253316	87550	13628
m45_54	male (45-54)	ES	Spain	3753	481	11183987	4071862	106111	16702
m55_64	male (55-64)	ES	Spain	3649	476	7971725	2952535	87956	12878
f65_	female (65+)	ES	Spain	3636	446	7218299	2642372	86111	11470
m65_	male (65+)	ES	Spain	3502	442	4986459	1810308	65304	8197
u35_44	unknown (35-44)	ES	Spain	3001	442	307133	115777	2738	518
f13_17	female (13-17)	ES	Spain	152	44	227896	76177	757	43
u25_34	unknown (25-34)	ES	Spain	2654	413	162478	61388	1380	269
m13_17	male (13-17)	ES	Spain	150	42	134316	43217	558	43
u45_54	unknown (45-54)	ES	Spain	2552	414	130402	49252	1164	226
u55_64	unknown (55-64)	ES	Spain	1996	367	64371	24625	673	117
u65_	unknown (65+)	ES	Spain	1847	336	58829	22914	553	108
u18_24	unknown (18-24)	ES	Spain	1633	312	35591	13629	271	51
u13_17	unknown (13-17)	ES	Spain	108	51	727	241	3	0
