gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	PT	Portugal	4611	1226	26887692	10604569	89862	12500
m	male	PT	Portugal	4118	1171	26910693	10848027	94833	15239
u	unknown	PT	Portugal	3751	1077	214567	83871	915	146
