impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	LV	Latvia	265	125	80535	0	7740	0
1k_5k	1k - 5k	LV	Latvia	515	207	693833	138794	13418	4
5k_10k	5k - 10k	LV	Latvia	277	154	601370	300715	5879	3
10k_50k	10k - 50k	LV	Latvia	725	250	7674354	1534901	23362	2059
50k_100k	50k - 100k	LV	Latvia	225	99	3972047	1986043	14239	2616
100k_200k	100k - 200k	LV	Latvia	159	66	2890297	1445156	7606	1902
200k_500k	200k - 500k	LV	Latvia	120	55	1952650	781061	12398	2545
500k_1m	500k - 1m	LV	Latvia	57	33	247416	123708	1291	306
