advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rd5	Last 5 days	125	1	18982709	8248224	30223	7025
European Greens		141366725876424	Facebook	rd5	Last 5 days	115	1	16624924	7467398	97974	24355
FDP	FDP	21289227249	Facebook	rd5	Last 5 days	1689	1	14165410	4271472	150046	6648
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rd5	Last 5 days	743	1	10513986	3200163	100376	10262
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rd5	Last 5 days	372	1	10340516	4359465	48613	8965
Partito Democratico		77034286895	Facebook	rd5	Last 5 days	133	1	9529081	4029138	29235	5349
Make.org	Make.org	122037308191612	Facebook	rd5	Last 5 days	25	1	9172382	4400064	39226	9062
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rd5	Last 5 days	116	1	9067140	3728321	33313	9188
sp.a	sp.a	57253967150	Facebook	rd5	Last 5 days	218	1	8326810	3058507	35640	6513
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rd5	Last 5 days	72	1	8143705	3446875	45267	11312
România în primul rând	Future Innovation	770704223323599	Facebook	rd5	Last 5 days	38	1	7972053	3495704	8766	2081
SPÖ	SPÖ	77393060080	Facebook	rd5	Last 5 days	617	1	7693144	2473831	69425	11115
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rd5	Last 5 days	38	1	6520251	2786388	4768	1332
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rd5	Last 5 days	854	1	5823909	1785222	92614	11388
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rd5	Last 5 days	27	1	5752765	2547059	12697	3088
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	rd5	Last 5 days	114	1	5663968	2459619	34897	7403
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rd5	Last 5 days	33	1	5661583	2542048	11408	4919
Open Vld	Open Vld	53668151866	Facebook	rd5	Last 5 days	192	1	5170397	2064641	31167	7953
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd5	Last 5 days	172	1	4967772	1564285	16251	1061
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	rd5	Last 5 days	172	1	4811737	2122901	45578	9059
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	rd5	Last 5 days	50	1	4618302	1952333	7602	1146
Sign for my Future	Sign for my Future	1345513882259768	Facebook	rd5	Last 5 days	62	1	4560615	1877333	40049	10953
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	rd5	Last 5 days	109	1	4543646	1729107	9285	3365
Centerpartiet	Centerpartiet	12690894340	Facebook	rd5	Last 5 days	221	1	4530958	1583928	56936	13449
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	rd5	Last 5 days	31	1	4485202	2011031	9081	2766
Fidesz	Fidesz	9844779306	Facebook	rd5	Last 5 days	24	1	4426978	2055000	13158	6424
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	rd5	Last 5 days	162	1	4253366	1503417	71734	17990
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rd5	Last 5 days	10	1	4120894	1879201	14845	3870
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rd5	Last 5 days	33	1	4093789	1850586	40589	10372
Kyriakos Mitsotakis		34848567724	Facebook	rd5	Last 5 days	35	1	4063303	1652333	7419	1383
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	rd5	Last 5 days	41	1	4040795	1706673	8049	1821
DIE LINKE	DIE LINKE	47694585682	Facebook	rd5	Last 5 days	234	1	4017787	1363952	21036	1493
MSZP	MSZP	115388925185513	Facebook	rd5	Last 5 days	46	1	3809542	1576416	6159	2437
Kialo		729627343834501	Facebook	rd5	Last 5 days	99	1	3619901	898000	27500	4699
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	rd5	Last 5 days	38	1	3566137	1476543	3468	1199
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	rd5	Last 5 days	13	1	3527765	1521111	7018	2031
IKEA	IKEA	112961202185776	Facebook	rd5	Last 5 days	60	1	3517814	1482142	11457	1999
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	rd5	Last 5 days	1577	1	3445924	768276	78702	2465
Ανεξάρτητοι 'Ελληνες	Start Business Hellas	343233902394715	Facebook	rd5	Last 5 days	47	1	3433465	1524434	10259	1915
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rd5	Last 5 days	11	1	3342846	1571428	34704	10842
SPD	SPD	47930567748	Facebook	rd5	Last 5 days	624	1	3249400	831704	66278	1348
INBOX	New Digital Media	369693523475596	Facebook	rd5	Last 5 days	38	1	3247967	1436499	4450	300
European Parliament		178362315106	Facebook	rd5	Last 5 days	18	1	3242368	1374285	15223	4525
Die Grünen	Die Grünen	21759893033	Facebook	rd5	Last 5 days	63	1	3154646	1114922	29175	6112
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	rd5	Last 5 days	7	1	3090902	1245454	10448	3727
Groen	Groen	84920854319	Facebook	rd5	Last 5 days	149	1	3042251	1028837	18144	2129
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	rd5	Last 5 days	187	1	3034488	1025398	21664	2432
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	rd5	Last 5 days	104	1	3010738	1405808	15033	2623
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	rd5	Last 5 days	21	1	2998320	1346666	4335	1144
Declic	Declic	686190454826244	Facebook	rd5	Last 5 days	20	1	2963880	1131825	6460	1328
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	rd5	Last 5 days	14	1	2958927	1326151	4669	1222
John Crombez	sp.a	264131406977201	Facebook	rd5	Last 5 days	28	1	2914503	1357904	10942	2532
COALICION CANARIA		AR489541609348661248	Google	rd5	Last 5 days	777	1	2892500	17500	13674	0
Facebook Nordic	Facebook	334318366655425	Facebook	rd5	Last 5 days	9	1	2855577	1279933	25689	5147
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	rd5	Last 5 days	83	1	2844045	1176547	18127	5259
Facebook Brussels	Facebook	287739491272583	Facebook	rd5	Last 5 days	15	1	2788954	1233279	21622	4575
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	rd5	Last 5 days	24	1	2781678	1159809	7568	2342
Greenpeace Deutschland		22541752487	Facebook	rd5	Last 5 days	214	1	2752851	889613	18810	2822
DéFI	DéFI	173518112695794	Facebook	rd5	Last 5 days	163	1	2744795	785372	25169	3813
Open Vld		AR369049153717665792	Google	rd5	Last 5 days	264	1	2640000	0	13200	0
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	rd5	Last 5 days	50	1	2611619	878499	10007	2132
Campact e.V.	Campact e.V.	82734241364	Facebook	rd5	Last 5 days	34	1	2572143	1073374	13463	2952
déi gréng	déi gréng	21710789873	Facebook	rd5	Last 5 days	29	1	2446567	1084199	10687	2981
Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	rd5	Last 5 days	52	1	2440105	1028993	6944	1417
ČSSD	ČSSD	111041662264882	Facebook	rd5	Last 5 days	637	1	2404363	493000	10957	2362
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	rd5	Last 5 days	215	1	2398893	745813	19862	764
Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	rd5	Last 5 days	46	1	2347681	900134	4977	963
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	rd5	Last 5 days	51	1	2340495	791818	21263	5018
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	rd5	Last 5 days	103	1	2281854	831065	9524	750
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	rd5	Last 5 days	42	1	2268521	975606	3770	614
mmb media agentur d.o.o.		AR524572049809604608	Google	rd5	Last 5 days	356	1	2149999	96666	6400	0
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	rd5	Last 5 days	11	1	2141465	906904	4186	1039
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	rd5	Last 5 days	2740	1	2124752	224712	145508	66
