advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rm6	Last 6 months	1663	1	253798336	113505999	1295316	325939
Podemos	Unidas Podemos	269212336568846	Facebook	rm6	Last 6 months	333	1	105271666	47099000	623566	162199
Ciudadanos	Ciudadanos	74078667754	Facebook	rm6	Last 6 months	6207	1	90945793	27825999	882993	68300
Partido Popular	Partido Popular	72249031214	Facebook	rm6	Last 6 months	3644	1	81745355	28176999	586556	61100
People's Vote UK	People's Vote	748608695327755	Facebook	rm6	Last 6 months	3122	1	80326878	27528999	1036238	185150
Britain's Future	Britain's Future	1625300137516491	Facebook	rm6	Last 6 months	3505	1	71134494	22106000	855157	127406
Kialo		729627343834501	Facebook	rm6	Last 6 months	661	1	59597338	23087000	328682	74710
SPD	SPD	47930567748	Facebook	rm6	Last 6 months	9423	1	55190576	15782999	1160776	61000
COALICION CANARIA		AR489541609348661248	Google	rm6	Last 6 months	4731	1	54240000	769999	236549	0
European Greens		141366725876424	Facebook	rm6	Last 6 months	241	1	49995759	22012999	288659	73000
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rm6	Last 6 months	239	1	48450760	21709000	117146	26452
sp.a	sp.a	57253967150	Facebook	rm6	Last 6 months	453	1	46458546	18775999	219046	47600
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rm6	Last 6 months	101	1	43422899	19810000	105535	30045
AMERISOFT SRL		AR573801583431647232	Google	rm6	Last 6 months	172	1	41140000	4059999	8600	0
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	rm6	Last 6 months	173	1	39620000	3930000	8649	0
CDU	CDU	78502295414	Facebook	rm6	Last 6 months	3170	1	38647830	9275000	347030	8300
FDP	FDP	21289227249	Facebook	rm6	Last 6 months	2518	1	36048481	11026000	314182	17599
Greenpeace France		39435457457	Facebook	rm6	Last 6 months	131	1	32235868	14723000	163369	37200
România în primul rând	Future Innovation	770704223323599	Facebook	rm6	Last 6 months	95	1	31874904	13976000	32672	8194
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rm6	Last 6 months	133	1	31387866	13073000	106467	28899
European Commission		107898832590939	Facebook	rm6	Last 6 months	92	1	30386907	13977000	122607	31200
The Labour Party	The Labour Party	25749647410	Facebook	rm6	Last 6 months	384	1	30196616	12469000	244995	57280
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rm6	Last 6 months	76	1	29775923	13698000	220424	54799
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rm6	Last 6 months	396	1	29429603	12094000	140403	26499
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rm6	Last 6 months	67	1	28710932	13502000	60419	26981
