advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rw2	Last 2 weeks	206	1	49316893	22575410	282347	76996
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rw2	Last 2 weeks	179	1	36462626	16022990	75311	16832
CDU	CDU	78502295414	Facebook	rw2	Last 2 weeks	3170	1	33816851	8115625	303651	7262
AMERISOFT SRL		AR573801583431647232	Google	rw2	Last 2 weeks	108	1	24585455	2437914	4264	0
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rw2	Last 2 weeks	388	1	23405618	9563740	114141	21166
România în primul rând	Future Innovation	770704223323599	Facebook	rw2	Last 2 weeks	58	1	23402723	10390111	23967	5992
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rw2	Last 2 weeks	56	1	23375656	10749535	52079	16268
European Greens		141366725876424	Facebook	rw2	Last 2 weeks	116	1	23220328	10453000	140028	35299
FDP	FDP	21289227249	Facebook	rw2	Last 2 weeks	1846	1	23043624	6994969	221117	11799
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rw2	Last 2 weeks	118	1	22286617	9276488	70769	19704
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	rw2	Last 2 weeks	1935	1	19634896	430920	78783	0
sp.a	sp.a	57253967150	Facebook	rw2	Last 2 weeks	262	1	19021740	7437500	87927	17357
mmb media agentur d.o.o.		AR524572049809604608	Google	rw2	Last 2 weeks	1346	1	18973242	812857	56637	0
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rw2	Last 2 weeks	846	1	16776330	5474381	155972	21096
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rw2	Last 2 weeks	43	1	15630085	7209634	36209	15921
Partito Democratico		77034286895	Facebook	rw2	Last 2 weeks	134	1	15459046	6650060	48314	9154
SPÖ	SPÖ	77393060080	Facebook	rw2	Last 2 weeks	678	1	15392992	5145606	130645	21225
Fidesz	Fidesz	9844779306	Facebook	rw2	Last 2 weeks	78	1	14435258	6813333	46844	22957
SPD	SPD	47930567748	Facebook	rw2	Last 2 weeks	3196	1	14263804	3389999	349954	9550
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rw2	Last 2 weeks	72	1	13029928	5515000	72428	18100
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rw2	Last 2 weeks	867	1	12741592	4112968	182218	26400
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rw2	Last 2 weeks	22	1	12698508	5886764	46221	11648
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	rw2	Last 2 weeks	70	1	12254331	5314889	24543	6289
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rw2	Last 2 weeks	56	1	12152124	5368543	106265	25679
Mediabrands Digital OÜ		AR530356305605427200	Google	rw2	Last 2 weeks	336	1	11819999	939999	16800	0
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rw2	Last 2 weeks	31	1	11749970	5390000	95970	27600
Make.org	Make.org	122037308191612	Facebook	rw2	Last 2 weeks	64	1	11268707	5283254	49547	12906
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	rw2	Last 2 weeks	591	1	11252409	4384000	144543	25342
Open Vld	Open Vld	53668151866	Facebook	rw2	Last 2 weeks	303	1	11161915	4224613	77150	16062
COALICION CANARIA		AR489541609348661248	Google	rw2	Last 2 weeks	1044	1	11070000	70000	52199	0
Greenpeace France		39435457457	Facebook	rw2	Last 2 weeks	20	1	11006980	5151000	47280	10900
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rw2	Last 2 weeks	53	1	10569197	4461499	7396	2098
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	rw2	Last 2 weeks	157	1	10543510	4050333	21335	7773
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	rw2	Last 2 weeks	60	1	10477940	4386000	15415	2375
Kyriakos Mitsotakis		34848567724	Facebook	rw2	Last 2 weeks	51	1	8629948	3569000	16749	3200
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	rw2	Last 2 weeks	273	1	8580000	650000	13649	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rw2	Last 2 weeks	177	1	8260822	2834000	28623	3100
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	rw2	Last 2 weeks	43	1	8216047	3552785	6969	2567
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	rw2	Last 2 weeks	344	1	7992655	2418999	53556	4700
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	rw2	Last 2 weeks	406	1	7921813	3016508	55099	14569
DIE LINKE	DIE LINKE	47694585682	Facebook	rw2	Last 2 weeks	293	1	7744798	2689909	39036	3369
Kialo		729627343834501	Facebook	rw2	Last 2 weeks	169	1	7673833	2236000	52599	10142
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	rw2	Last 2 weeks	104	1	7481635	3547869	36705	6621
Centerpartiet	Centerpartiet	12690894340	Facebook	rw2	Last 2 weeks	237	1	7440607	2660666	84579	20452
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	rw2	Last 2 weeks	33	1	7169967	3314999	11007	2946
ČSSD	ČSSD	111041662264882	Facebook	rw2	Last 2 weeks	1615	1	7087385	1491000	32262	7193
Facebook Brussels	Facebook	287739491272583	Facebook	rw2	Last 2 weeks	15	1	6949984	3080000	53484	11299
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	rw2	Last 2 weeks	383	1	6826848	493681	11806	0
Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	rw2	Last 2 weeks	74	1	6793927	2700500	24602	5774
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	rw2	Last 2 weeks	1624	1	6733475	1497352	141554	5000
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	rw2	Last 2 weeks	164	1	6573940	2160620	96501	25139
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	rw2	Last 2 weeks	472	1	6514829	2357954	25184	5306
