country_code_filter	country_name_filter	impression_code	impression_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EE	Estonia	0_1k	0 - 1k	255	100	108788	0	10680	0
EE	Estonia	1k_5k	1k - 5k	498	198	852633	170560	16718	1
EE	Estonia	5k_10k	5k - 10k	296	135	957731	478913	11056	401
EE	Estonia	10k_50k	10k - 50k	670	221	6381924	1276410	21625	2262
EE	Estonia	50k_100k	50k - 100k	216	94	2711974	1356000	14444	3791
EE	Estonia	100k_200k	100k - 200k	154	66	2545715	1272864	11619	2715
EE	Estonia	200k_500k	200k - 500k	119	58	2697199	1078881	9645	2867
EE	Estonia	500k_1m	500k - 1m	53	34	1127431	563716	1293	296
