week_code_filter	week_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w005	Week 5	Britain's Future	Britain's Future	1625300137516491	Facebook	530	1	8382613	2860695	100724	17046
w005	Week 5	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	154	1	6657882	2671297	41085	8643
w005	Week 5	Greenpeace France		39435457457	Facebook	6	1	3099994	1420000	16594	3600
w005	Week 5	We are the 52%	We are the 52%	466744973727718	Facebook	42	1	2167688	719117	4959	443
w005	Week 5	People's Vote UK	People's Vote	748608695327755	Facebook	131	1	2042344	572000	18456	1915
w005	Week 5	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	14	1	2034428	884738	27997	6618
w005	Week 5	WWF Suomi		119054448115588	Facebook	5	1	1799995	750000	3995	1700
w005	Week 5	NT Live	NT Live	107334993856	Facebook	119	1	1259095	469678	9636	1041
w005	Week 5	Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	6	1	1123994	427800	2817	1189
w005	Week 5	Best For Britain	Best for Britain	1863944713844924	Facebook	49	1	1108228	531455	9439	2748
w005	Week 5	Plan International Sverige		382243262003	Facebook	106	1	1044252	333925	9960	2380
w005	Week 5	Lilian Marijnissen	SP	844559615710915	Facebook	6	1	1009994	425000	3694	1600
w005	Week 5	Apodemia		115927088504184	Facebook	1	1	999999	500000	499	100
w005	Week 5	Médecins du Monde France		265420476920	Facebook	46	1	891954	386000	17854	3700
w005	Week 5	Conservatives	The Conservative Party	8807334278	Facebook	139	1	885440	364402	6989	937
w005	Week 5	Vereniging Eigen Huis		371735371563	Facebook	7	1	749985	306632	5147	1263
w005	Week 5	Kyriakos Mitsotakis		34848567724	Facebook	8	1	699997	289999	1230	333
w005	Week 5	Blendle		181375052003138	Facebook	6	1	664994	263000	6794	1600
w005	Week 5	Nature Index		145327659223282	Facebook	4	1	649996	230000	921	115
w005	Week 5	The Week UK	The Week	177855115588808	Facebook	3	1	599997	220000	6476	1272
w005	Week 5	Hoxton Capital Management		353185345195139	Facebook	3	1	510997	205000	1385	578
w005	Week 5	38 Degrees	38 Degrees	200006375787	Facebook	28	1	495519	149029	3703	440
w005	Week 5	Scientists for EU	Scientists for EU	642444842524195	Facebook	9	1	468691	110813	2328	313
w005	Week 5	Milaap		315603771494	Facebook	7	1	413743	148750	961	89
w005	Week 5	Greenpeace Magyarország		35634348348	Facebook	9	1	379991	139000	1291	100
