week_code_filter	week_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w006	Week 6	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	99	1	4747079	1912836	50319	10777
w006	Week 6	Conservatives	The Conservative Party	8807334278	Facebook	147	1	4088432	1864402	22370	4987
w006	Week 6	Britain's Future	Britain's Future	1625300137516491	Facebook	204	1	4056865	1887139	30643	3704
w006	Week 6	People's Vote UK	People's Vote	748608695327755	Facebook	231	1	2106651	773785	25490	1811
w006	Week 6	We are the 52%	We are the 52%	466744973727718	Facebook	21	1	1802245	757380	5520	905
w006	Week 6	eToro		193863317737	Facebook	9	1	1110991	475000	3374	890
w006	Week 6	Alex Agius Saliba	Alex Agius Saliba	656955664383156	Facebook	1	1	999999	500000	4999	1000
w006	Week 6	European Youth Event		919232861444360	Facebook	1	1	999999	500000	4999	1000
w006	Week 6	Rädda Barnen		72659261793	Facebook	28	1	909972	266000	6294	1509
w006	Week 6	38 Degrees	38 Degrees	200006375787	Facebook	54	1	888548	361365	6618	744
w006	Week 6	Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	15	1	830985	319000	4385	1000
w006	Week 6	ADAR		175390195814995	Facebook	1	1	749999	375000	1744	872
w006	Week 6	Vereniging Eigen Huis		371735371563	Facebook	7	1	749985	306632	5147	1263
w006	Week 6	MDM Deutsche Münze		126866220711392	Facebook	12	1	629988	228000	1988	200
w006	Week 6	Kialo		729627343834501	Facebook	4	1	599996	300000	5782	1157
w006	Week 6	Enel Group		108341445894	Facebook	2	1	549998	210000	1097	500
w006	Week 6	Solvari België		118790941561498	Facebook	2	1	549998	210000	5498	1100
w006	Week 6	Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	1	1	499999	200000	619	309
w006	Week 6	Silvia Dinică		1128229287275038	Facebook	1	1	499999	200000	1050	210
w006	Week 6	National Geographic		107307059419	Facebook	1	1	499999	200000	99	0
w006	Week 6	e.on		511324618972373	Facebook	1	1	499999	200000	499	100
w006	Week 6	Finance Daily News		2117924301862866	Facebook	1	1	499999	200000	4449	890
w006	Week 6	Best For Britain	Best for Britain	1863944713844924	Facebook	46	1	431741	188146	14701	3144
w006	Week 6	Shopwala Europe		393367314768104	Facebook	12	1	409988	157000	3727	1157
w006	Week 6	The Labour Party	The Labour Party	25749647410	Facebook	4	1	399996	200000	2696	1002
w006	Week 6	Scientists for EU	Scientists for EU	642444842524195	Facebook	7	1	327027	82479	2467	429
w006	Week 6	Dear Leavers		218188929121070	Facebook	21	1	320979	88000	2405	0
w006	Week 6	Alfred Sant	Alfred Sant	537789116260209	Facebook	2	1	318749	137499	686	268
