week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-07	IE	Ireland	413	104	1990089	633179	14631	1699
w018	Week 18	2019-04-29	2019-05-05	IE	Ireland	720	184	9350170	3403329	61995	8735
w017	Week 17	2019-04-22	2019-04-28	IE	Ireland	698	193	6190168	2383832	32169	4143
w016	Week 16	2019-04-15	2019-04-21	IE	Ireland	641	207	4326405	1757297	23252	3519
w015	Week 15	2019-04-08	2019-04-14	IE	Ireland	796	318	2583311	987086	17119	2407
w014	Week 14	2019-04-01	2019-04-07	IE	Ireland	669	290	2086004	810037	19140	3090
w013	Week 13	2019-03-25	2019-03-31	IE	Ireland	552	235	2077764	704578	13552	1504
w012	Week 12	2019-03-18	2019-03-24	IE	Ireland	591	218	2224818	754304	18429	1953
w011	Week 11	2019-03-11	2019-03-17	IE	Ireland	289	144	1274365	484739	9570	1469
w010	Week 10	2019-03-04	2019-03-10	IE	Ireland	288	129	1107405	428473	6685	945
w009	Week 9	2019-02-25	2019-03-03	IE	Ireland	166	85	293299	71143	2151	32
w008	Week 8	2019-02-18	2019-02-24	IE	Ireland	138	61	214004	65836	1741	94
w007	Week 7	2019-02-11	2019-02-17	IE	Ireland	103	60	152512	43467	1538	203
w006	Week 6	2019-02-04	2019-02-10	IE	Ireland	92	51	198787	80188	2064	181
w005	Week 5	2019-01-28	2019-02-03	IE	Ireland	105	44	83966	21743	830	34
w004	Week 4	2019-01-21	2019-01-27	IE	Ireland	81	34	33934	8179	682	21
w003	Week 3	2019-01-14	2019-01-20	IE	Ireland	89	38	133873	37723	984	48
w002	Week 2	2019-01-07	2019-01-13	IE	Ireland	56	33	81155	22581	504	19
w001	Week 1	2019-01-01	2019-01-06	IE	Ireland	46	23	38610	16741	342	39
