advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kialo		729627343834501	Facebook	w008	Week 8	IE	Ireland	3	1	54554	26009	208	48
Proud of Our Pride		400548670511219	Facebook	w008	Week 8	IE	Ireland	22	1	33229	8086	94	0
Sophie Nicoullaud Green Party		336758200492654	Facebook	w008	Week 8	IE	Ireland	1	1	23332	4666	46	0
Alliance for Choice	Alliance for Choice	683223451811783	Facebook	w008	Week 8	IE	Ireland	2	1	20536	4107	81	0
Million Dollar Vegan	Million Dollar Vegan	554024238384285	Facebook	w008	Week 8	IE	Ireland	9	1	14885	5564	137	21
Lingokids		497983453648415	Facebook	w008	Week 8	IE	Ireland	3	1	11600	4937	10	2
Brian Leddin - Green Party Candidate for Limerick City North		1865289526926921	Facebook	w008	Week 8	IE	Ireland	3	1	8497	1500	247	0
Sean Kelly MEP		340786422717552	Facebook	w008	Week 8	IE	Ireland	3	1	7309	1462	144	0
Dan Boyle - Green Party/ Comhaontas Glas Candidate, Cork City South Central		359145628246402	Facebook	w008	Week 8	IE	Ireland	3	1	6817	1363	102	6
Seán Hartigan Green Party Candidate for Limerick City East		559719824510385	Facebook	w008	Week 8	IE	Ireland	2	1	6362	1272	126	0
Azil u Srbiji - Centar za zaštitu i pomoć tražiocima azila		181548432005007	Facebook	w008	Week 8	IE	Ireland	1	1	5092	1018	8	0
Cllr. Éilis Ryan for Europe		787376334669425	Facebook	w008	Week 8	IE	Ireland	1	1	4999	1000	99	0
European Commission		107898832590939	Facebook	w008	Week 8	IE	Ireland	1	1	4992	2496	24	4
Success Resources		550751965021284	Facebook	w008	Week 8	IE	Ireland	1	1	2880	576	33	6
Giving Brush		1945237355733646	Facebook	w008	Week 8	IE	Ireland	6	1	2088	29	178	0
Cyril Brennan - People Before Profit		164750800796944	Facebook	w008	Week 8	IE	Ireland	2	1	1332	0	132	0
Halo Coffee		242756292771554	Facebook	w008	Week 8	IE	Ireland	1	1	1138	227	26	0
Council of the European Union		147547541961576	Facebook	w008	Week 8	IE	Ireland	1	1	616	308	3	0
FT Transact		643057169228509	Facebook	w008	Week 8	IE	Ireland	1	1	500	250	2	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	w008	Week 8	IE	Ireland	3	1	422	197	2	0
Vadim Rotari		516538278845787	Facebook	w008	Week 8	IE	Ireland	1	1	415	83	0	0
USR Diaspora	USR Diaspora	1793510380925494	Facebook	w008	Week 8	IE	Ireland	1	1	392	196	0	0
Homaly Gift		372226786888864	Facebook	w008	Week 8	IE	Ireland	3	1	346	100	1	0
Animal Matters	Animal Matters	1439364926329185	Facebook	w008	Week 8	IE	Ireland	1	1	293	58	0	0
Le Monde		14892757589	Facebook	w008	Week 8	IE	Ireland	6	1	244	97	0	0
