advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
350.org		12185972707	Facebook	w002	Week 2	IE	Ireland	2	1	45831	11666	139	0
The Bamboo Brush Society		1152885191422950	Facebook	w002	Week 2	IE	Ireland	4	1	16010	5985	52	8
Cllr. Éilis Ryan for Europe		787376334669425	Facebook	w002	Week 2	IE	Ireland	1	1	4999	1000	99	0
Neasa Hourigan Green Party		1353131934798813	Facebook	w002	Week 2	IE	Ireland	1	1	3999	800	79	0
Biteback Publishing		162886884671	Facebook	w002	Week 2	IE	Ireland	1	1	2886	577	33	6
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	w002	Week 2	IE	Ireland	3	1	2797	1237	7	1
FT Transact		643057169228509	Facebook	w002	Week 2	IE	Ireland	1	1	876	438	5	1
The Fetzer Institute		115153903038	Facebook	w002	Week 2	IE	Ireland	1	1	775	155	6	1
Dan Boyle - Green Party/ Comhaontas Glas Candidate, Cork City South Central		359145628246402	Facebook	w002	Week 2	IE	Ireland	2	1	545	90	18	0
The Commentator		165460240178275	Facebook	w002	Week 2	IE	Ireland	1	1	415	83	7	0
Cactus Navigation & Communication	Cactus Navigation and Communication	489166151231935	Facebook	w002	Week 2	IE	Ireland	1	1	329	0	37	0
Dean Graziosi		17457692073	Facebook	w002	Week 2	IE	Ireland	1	1	299	149	1	0
Dude Dad		154100984604961	Facebook	w002	Week 2	IE	Ireland	2	1	261	52	2	0
Le Monde		14892757589	Facebook	w002	Week 2	IE	Ireland	6	1	244	97	0	0
Animal Matters	Animal Matters	1439364926329185	Facebook	w002	Week 2	IE	Ireland	1	1	189	94	0	0
Soviet Visuals		1160495674016675	Facebook	w002	Week 2	IE	Ireland	3	1	178	43	0	0
Nature Index		145327659223282	Facebook	w002	Week 2	IE	Ireland	2	1	100	20	0	0
ESCP Europe: Bachelor in Management - BSc		669572903067486	Facebook	w002	Week 2	IE	Ireland	2	1	70	12	2	0
The Free Markets Series on PBS Affiliates		322535364513656	Facebook	w002	Week 2	IE	Ireland	1	1	52	0	3	0
YOGA BURN		146316959083110	Facebook	w002	Week 2	IE	Ireland	2	1	50	10	0	0
The Intercept Brasil		1754956431459064	Facebook	w002	Week 2	IE	Ireland	1	1	45	22	0	0
Professor  Alberto Testa	Alberto Testa	1899667790263172	Facebook	w002	Week 2	IE	Ireland	1	1	33	6	0	0
Soonfeed		214615931960850	Facebook	w002	Week 2	IE	Ireland	1	1	31	15	0	0
CreativeLive		114420101917147	Facebook	w002	Week 2	IE	Ireland	1	1	28	5	0	0
Matt Crossfield - Illustrator		613614395496231	Facebook	w002	Week 2	IE	Ireland	1	1	26	0	3	0
garagErasmus Foundation		126673650730964	Facebook	w002	Week 2	IE	Ireland	1	1	20	4	0	0
KGB Banker		1647036102256424	Facebook	w002	Week 2	IE	Ireland	2	1	17	4	0	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	w002	Week 2	IE	Ireland	2	1	11	0	1	0
Banque mondiale		155174084508744	Facebook	w002	Week 2	IE	Ireland	2	1	10	5	0	0
Best Shopping Deals		519091928553063	Facebook	w002	Week 2	IE	Ireland	1	1	5	1	0	0
Andreas Schieder	SPÖ	290881691011354	Facebook	w002	Week 2	IE	Ireland	2	1	3	0	0	0
Modius Health		1350510308330159	Facebook	w002	Week 2	IE	Ireland	1	1	3	0	0	0
HRAST - pokret za uspješnu Hrvatsku - službene stranice		1481525755446572	Facebook	w002	Week 2	IE	Ireland	2	1	2	0	0	0
