audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	BE	Belgium	3441	571	23851996	8973427	234467	51202
m25_34	male (25-34)	BE	Belgium	3473	590	22071040	8469012	208557	47747
f18_24	female (18-24)	BE	Belgium	3484	576	21948149	8312936	200123	41667
f25_34	female (25-34)	BE	Belgium	3584	598	18330794	7070498	168129	36594
m35_44	male (35-44)	BE	Belgium	3437	586	16242982	6248227	157425	35882
f35_44	female (35-44)	BE	Belgium	3511	596	14130427	5421825	137029	30120
m45_54	male (45-54)	BE	Belgium	3289	576	12684152	4808250	130971	30418
f45_54	female (45-54)	BE	Belgium	3338	587	12056566	4573706	125538	28301
f55_64	female (55-64)	BE	Belgium	3101	569	9939982	3656144	106980	24112
m55_64	male (55-64)	BE	Belgium	3050	561	8351131	3054447	90990	20998
f65_	female (65+)	BE	Belgium	2898	545	6145519	2210320	68529	15211
m65_	male (65+)	BE	Belgium	2842	536	4835436	1732037	54096	12275
f13_17	female (13-17)	BE	Belgium	430	62	746609	267713	5222	644
m13_17	male (13-17)	BE	Belgium	428	62	577857	197142	4926	603
u35_44	unknown (35-44)	BE	Belgium	2867	550	251790	92104	2504	514
u25_34	unknown (25-34)	BE	Belgium	2827	552	210293	76946	1922	403
u45_54	unknown (45-54)	BE	Belgium	2590	526	133992	48292	1427	293
u55_64	unknown (55-64)	BE	Belgium	2187	497	71343	25286	755	167
u18_24	unknown (18-24)	BE	Belgium	2306	482	62809	22800	587	113
u65_	unknown (65+)	BE	Belgium	1917	465	51271	17892	543	113
u13_17	unknown (13-17)	BE	Belgium	195	62	1883	669	15	1
