media_code_filter	media_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
video	Video	CDU Christlich Demokratische Union		AR68737343799951360	Google	381	1	3810000	0	19050	0
video	Video	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	92	1	3080000	240000	4600	0
video	Video	Liberal Alliance		AR183859784640888832	Google	80	1	800000	0	4000	0
video	Video	ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	21	1	750000	60000	1050	0
video	Video	Barcelona en Comú		AR342176264901099520	Google	42	1	420000	0	2100	0
video	Video	Venstres Landsorganisation		AR283015942256984064	Google	38	1	380000	0	1900	0
video	Video	EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	7	1	250000	20000	350	0
video	Video	Sloboda a Solidarita		AR242125929453715456	Google	20	1	200000	0	1000	0
video	Video	Open VLD		AR350212320510607360	Google	20	1	200000	0	1000	0
video	Video	Párbeszéd Magyarországért		AR567356246269624320	Google	10	1	190000	10000	500	0
video	Video	COALICION CANARIA		AR489541609348661248	Google	18	1	180000	0	900	0
video	Video	Flamesite s.r.o.		AR522320249995919360	Google	18	1	180000	0	900	0
video	Video	Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	17	1	170000	0	850	0
video	Video	KW Prawo i Sprawiedliwość		AR32708546780987392	Google	16	1	160000	0	800	0
video	Video	Avante Comunicación SL		AR486291452976955392	Google	14	1	140000	0	700	0
video	Video	Tampereen Vihreät ry		AR4096230569279488	Google	13	1	130000	0	650	0
video	Video	Suomen Keskusta r.p.		AR441112520191639552	Google	12	1	120000	0	600	0
video	Video	NEA DEMOKRATIA		AR351183464155840512	Google	2	1	110000	10000	100	0
video	Video	Fianna Fáil		AR101183107301900288	Google	10	1	100000	0	500	0
video	Video	Future Innovation SRL		AR474748779908562944	Google	1	1	100000	10000	50	0
video	Video	Socialdemokratiet i Region Midtjylland		AR258908874940088320	Google	9	1	90000	0	450	0
video	Video	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	6	1	60000	0	300	0
video	Video	Socialdemokratiet		AR237678679797268480	Google	6	1	60000	0	300	0
video	Video	Cink, s.r.o.		AR361287976015101952	Google	5	1	50000	0	250	0
video	Video	Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	5	1	50000	0	250	0
video	Video	Janika Takatalo		AR113027046556303360	Google	4	1	40000	0	200	0
video	Video	Vapaus ry		AR124593908880506880	Google	4	1	40000	0	200	0
video	Video	Saku Petteri Räty		AR196651502918434816	Google	4	1	40000	0	200	0
video	Video	Socialdemokraterne Aarhus 1. Kreds		AR152882144039927808	Google	3	1	30000	0	150	0
video	Video	SPOLU - občianska demokracia		AR194838133366325248	Google	3	1	30000	0	150	0
video	Video	Morten Dahlin		AR273707476816232448	Google	3	1	30000	0	150	0
video	Video	EUpositive.sk		AR348804120993333248	Google	3	1	30000	0	150	0
video	Video	ADDO DIGITAL IKE		AR15516582969081856	Google	2	1	20000	0	100	0
video	Video	SOCIALDEMOKRATIET		AR271193993235136512	Google	2	1	20000	0	100	0
video	Video	Fondation Populaire		AR320938922932699136	Google	2	1	20000	0	100	0
video	Video	SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	2	1	20000	0	100	0
video	Video	Det Konservative Folkeparti		AR40969452518375424	Google	2	1	20000	0	100	0
video	Video	COALICIO COMPROMIS:BLOC-INICIATIVA-VERDS		AR564955737508282368	Google	2	1	20000	0	100	0
video	Video	Ioannis Vardakastanis		AR122780539328397312	Google	1	1	10000	0	50	0
video	Video	Kansallinen Kokoomus r.p.		AR210958348219056128	Google	1	1	10000	0	50	0
video	Video	COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	1	1	10000	0	50	0
video	Video	KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	1	1	10000	0	50	0
video	Video	Projekt Európa		AR303746959120793600	Google	1	1	10000	0	50	0
video	Video	HLAS		AR312619193323225088	Google	1	1	10000	0	50	0
video	Video	Hämeen Uusi Suunta ry		AR330633591832707072	Google	1	1	10000	0	50	0
video	Video	Kresťanská únia		AR358916054556082176	Google	1	1	10000	0	50	0
video	Video	OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO)		AR392996516970627072	Google	1	1	10000	0	50	0
video	Video	KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	1	1	10000	0	50	0
video	Video	Strana nezávislosti České republiky		AR465054111008555008	Google	1	1	10000	0	50	0
video	Video	Partido Socialista Obrero Español de Castilla y León		AR476313110076981248	Google	1	1	10000	0	50	0
video	Video	DOPRAVA		AR56197688563073024	Google	1	1	10000	0	50	0
