advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HDZ - Hrvatska demokratska zajednica	HDZ - Hrvatska demokratska zajednica	406059206159790	Facebook	HR	Croatia	50	1	4594942	1931996	17849	4599
Valter Flego	IDS - Istarski Demokratski Sabor	441675022557503	Facebook	HR	Croatia	32	1	2671967	1086999	9268	1800
European Parliament	European Parliament	178362315106	Facebook	HR	Croatia	15	1	2096861	978411	6142	1751
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	HR	Croatia	17	1	1799983	750000	2082	99
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	HR	Croatia	27	1	1611904	534986	6672	1000
Europski parlament, Ured za informiranje u Republici Hrvatskoj	Europski parlament, Ured za informiranje u Republici Hrvatskoj	508795765833382	Facebook	HR	Croatia	22	1	1577977	707999	3777	399
Mladež HDZ	HDZ - Hrvatska demokratska zajednica	426737060720348	Facebook	HR	Croatia	19	1	1331981	542000	3881	500
Slobodna Dalmacija	Slobodna Dalmacija	100267330025110	Facebook	HR	Croatia	25	1	988975	293000	2475	0
European Greens	European Greens	141366725876424	Facebook	HR	Croatia	6	1	960329	414133	3198	1220
MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	HR	Croatia	12	1	909988	365000	3193	534
Miro Bulj	MOST nezavisnih lista	1252295741481540	Facebook	HR	Croatia	8	1	649989	249999	1773	267
Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	HR	Croatia	13	1	539987	150000	1687	99
Marijana Petir	Marijana Petir	1418903245032313	Facebook	HR	Croatia	9	1	510860	164973	1690	199
European Commission	European Commission	107898832590939	Facebook	HR	Croatia	22	1	490369	235450	728	217
Joško Klisović	Klisovic Josko	1262594650584725	Facebook	HR	Croatia	16	1	450983	125999	1584	0
Model European Union Zagreb - MEUZ	Divea Studio	521874817895935	Facebook	HR	Croatia	5	1	399995	170000	495	0
Domagoj Maroević	HDZ - Hrvatska demokratska zajednica	377283356332665	Facebook	HR	Croatia	6	1	399993	139999	1793	299
Ruža Kovačević Bilić	Hrvatska narodna stranka - liberalni demokrati (HNS)	2268602929863854	Facebook	HR	Croatia	7	1	399993	110000	693	0
Sunčana Glavak	HDZ - Hrvatska demokratska zajednica	482597361772021	Facebook	HR	Croatia	4	1	349996	130000	1996	400
Jozo Radoš	Jozo Radoš	446717938731095	Facebook	HR	Croatia	9	1	314990	62999	890	0
Željana Zovko	HDZ - Hrvatska demokratska zajednica	1203134436474667	Facebook	HR	Croatia	18	1	283982	58000	1782	0
Danijel Marušić	HDZ - Hrvatska demokratska zajednica	215152641879933	Facebook	HR	Croatia	4	1	249996	80000	396	0
Stjepan Adanić	HDZ - Hrvatska demokratska zajednica	408695383042330	Facebook	HR	Croatia	3	1	249996	110000	697	100
BIOM	BIOM	138743669505642	Facebook	HR	Croatia	9	1	235935	55988	890	0
Ruža Tomašić	Tomasic Ruza	1434305366791182	Facebook	HR	Croatia	20	1	222979	54999	1979	0
