recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-13	2019-05-13	BE	Belgium	2689	312	12636228	4550705	76909	11746
rd2	Last 2 days	2019-05-12	2019-05-13	BE	Belgium	2897	342	26464573	9533118	163563	25384
rd3	Last 3 days	2019-05-11	2019-05-13	BE	Belgium	3065	363	42474422	15419910	263355	41899
rd4	Last 4 days	2019-05-10	2019-05-13	BE	Belgium	3226	384	56753550	20528396	352711	56048
rd5	Last 5 days	2019-05-09	2019-05-13	BE	Belgium	3384	405	69139800	25069921	444586	71120
rd6	Last 6 days	2019-05-08	2019-05-13	BE	Belgium	3585	423	81227156	29691392	526060	85201
rw1	Last week	2019-05-07	2019-05-13	BE	Belgium	3689	436	91334143	33503748	596241	97625
rw2	Last 2 weeks	2019-04-30	2019-05-13	BE	Belgium	4909	588	159897040	60886181	1077257	190507
rw3	Last 3 weeks	2019-04-23	2019-05-13	BE	Belgium	5781	726	210808716	80755029	1439905	257878
rw4	Last 4 weeks	2019-04-16	2019-05-13	BE	Belgium	6571	888	240818352	92129482	1650723	293541
rm1	Last month	2019-04-14	2019-05-13	BE	Belgium	6983	982	246592982	94298419	1693992	299495
rm2	Last 2 months	2019-03-15	2019-05-13	BE	Belgium	9973	1812	299908967	114050089	2042427	354141
rm3	Last 3 months	2019-02-13	2019-05-13	BE	Belgium	10734	1984	315617471	120026689	2163044	375220
rm6	Last 6 months	2019-01-01	2019-05-13	BE	Belgium	11092	2036	321861834	122604564	2205661	384203
