advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Avaaz	Avaaz	8340223883	Facebook	m	male	ES	Spain	9	1	1452744	570807	2437	624
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	m	male	ES	Spain	441	1	449253	2449	43549	0
Partido Socialista de la Región de Murcia (PSRM-PSOE)	Partido Socialista de la Región de Murcia 	154616807805	Facebook	m	male	ES	Spain	17	1	260584	58501	1141	0
Podemos Comunidad de Madrid	Unidas Podemos Izquierda Unida Madrid en Pie	261762710669900	Facebook	m	male	ES	Spain	1	1	249856	99942	2498	499
Reacciona y Actúa	Actúa 	1916676245053161	Facebook	m	male	ES	Spain	15	1	202704	57625	643	0
Compromís	Compromís	194053080624605	Facebook	m	male	ES	Spain	49	1	168585	37867	2362	64
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	m	male	ES	Spain	2	1	139544	61988	334	56
European Parliament	European Parliament	178362315106	Facebook	m	male	ES	Spain	1	1	120226	48090	240	120
Instituto Internacional de Derecho y Medio Ambiente (IIDMA)	Laura Fernández Dobarro	219220477095	Facebook	m	male	ES	Spain	2	1	99998	19999	198	0
Podemos Aragón	Podemos Equo	570770963015441	Facebook	m	male	ES	Spain	2	1	91260	45630	260	43
Markel Olano	EAJ-PNV	898191063533170	Facebook	m	male	ES	Spain	5	1	85273	34853	475	55
EAJ-PNV	EAJ-PNV	26830001203	Facebook	m	male	ES	Spain	5	1	82420	33045	446	45
Ahora Repúblicas	Esquerra Republicana de Catalunya	578942235869606	Facebook	m	male	ES	Spain	1	1	81811	40906	204	40
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	m	male	ES	Spain	18	1	69581	28582	946	42
Podemos Castilla-La Mancha	UNIDAS PODEMOS - IZQUIERDA UNIDA - EQUO CLM	624403874292676	Facebook	m	male	ES	Spain	8	1	52364	16248	362	0
Marea Atlántica	Marea Atlántica	836117153066747	Facebook	m	male	ES	Spain	4	1	51249	10250	199	0
Podem Illes Balears	Podem Illes Balears	779897522101509	Facebook	m	male	ES	Spain	3	1	47030	9313	138	0
En Comú Podem	En Comú Podem	463627663844039	Facebook	m	male	ES	Spain	2	1	46786	9357	466	93
Izquierda Unida de Castilla y León	Izquierda Unida de Castilla y León	315922371074	Facebook	m	male	ES	Spain	3	1	45675	10508	294	41
Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	m	male	ES	Spain	4	1	42792	11446	211	0
Guillermo Fernández Vara	Guillermo Fernández Vara	56504926071	Facebook	m	male	ES	Spain	3	1	38241	7648	175	0
Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	m	male	ES	Spain	1	1	35242	7048	69	0
Otra Parla Es Posible	Esther Torija Alonso	876560969172203	Facebook	m	male	ES	Spain	14	1	30466	5240	547	0
Barcelona en Comú	Barcelona en Comú	247118052078814	Facebook	m	male	ES	Spain	3	1	29226	8668	290	39
Todos a una per L'Hospitalet	PSC Partit dels  Socialistes de Catalunya	946528468690932	Facebook	m	male	ES	Spain	2	1	27791	6973	92	0
