country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LU	Luxembourg	f25_34	female (25-34)	3037	693	2457902	864935	12819	1249
LU	Luxembourg	m25_34	male (25-34)	2822	676	2444139	839110	13703	1190
LU	Luxembourg	f18_24	female (18-24)	2635	621	2438230	818704	12140	1089
LU	Luxembourg	m18_24	male (18-24)	2478	605	2327627	772849	12611	1036
LU	Luxembourg	f35_44	female (35-44)	2962	678	1531731	518538	8660	727
LU	Luxembourg	m35_44	male (35-44)	2759	662	1431111	479202	8521	643
LU	Luxembourg	f45_54	female (45-54)	2819	650	1073521	342966	6312	422
LU	Luxembourg	m45_54	male (45-54)	2606	632	995623	321019	5929	379
LU	Luxembourg	f55_64	female (55-64)	2270	603	670100	200552	4230	213
LU	Luxembourg	m55_64	male (55-64)	2118	586	561545	167784	3787	161
LU	Luxembourg	f65_	female (65+)	2034	538	337010	99213	2197	97
LU	Luxembourg	m65_	male (65+)	1903	519	289412	85593	1841	77
LU	Luxembourg	f13_17	female (13-17)	405	134	258275	72570	1415	40
LU	Luxembourg	m13_17	male (13-17)	378	128	162909	44493	1061	27
LU	Luxembourg	u25_34	unknown (25-34)	2483	597	44380	14783	299	19
LU	Luxembourg	u35_44	unknown (35-44)	2451	591	40902	13403	237	16
LU	Luxembourg	u45_54	unknown (45-54)	2257	552	19480	6121	127	6
LU	Luxembourg	u55_64	unknown (55-64)	1622	485	9770	2797	66	2
LU	Luxembourg	u18_24	unknown (18-24)	1889	480	8104	2698	43	3
LU	Luxembourg	u65_	unknown (65+)	1510	448	6983	2069	44	1
LU	Luxembourg	u13_17	unknown (13-17)	251	110	1313	353	7	0
