spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	EL	Greece	251	96	5197333	1432284	24590	0
50_100	50 - 100	EL	Greece	251	96	16227	4472	76	0
100_1k	100 - 1k	EL	Greece	20	17	5257634	2199120	12128	4527
