age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
25_34	25-34	FR	France	Greenpeace France		39435457457	Facebook	130	1	6629673	2986703	32022	7464
25_34	25-34	FR	France	European Parliament		178362315106	Facebook	61	1	3171264	1414317	18220	4221
25_34	25-34	FR	France	Parlement européen en France	Parlement européen en France	279757933824	Facebook	72	1	2669604	1017494	12003	3131
25_34	25-34	FR	France	Médecins du Monde France		265420476920	Facebook	870	1	1911668	628647	27603	2041
25_34	25-34	FR	France	La Prime Énergie		336155273400553	Facebook	27	1	1239497	490289	11173	2480
25_34	25-34	FR	France	Kialo		729627343834501	Facebook	364	1	1225676	502874	7957	1939
25_34	25-34	FR	France	Primes écologique		152399322377561	Facebook	19	1	1181873	486424	13492	2872
25_34	25-34	FR	France	Agence Isolation Pour Tous		568528630290119	Facebook	25	1	1020825	426416	12389	2936
25_34	25-34	FR	France	Le HCR, l'Agence des Nations Unies pour les Réfugiés		112542522148670	Facebook	59	1	750277	304094	4255	818
25_34	25-34	FR	France	Aides énergétiques pour tous		789578834730248	Facebook	16	1	729784	300548	8563	1938
25_34	25-34	FR	France	Ministère de l'Intérieur		103146727990	Facebook	31	1	642875	269896	3196	681
25_34	25-34	FR	France	UNICEF France		173159234432	Facebook	38	1	625160	244012	3344	788
25_34	25-34	FR	France	Mes économies d'énergie		124948231440251	Facebook	11	1	602351	234417	6506	1295
25_34	25-34	FR	France	Route Auto		252868201731333	Facebook	5	1	544059	267088	2191	427
25_34	25-34	FR	France	European Commission		107898832590939	Facebook	5	1	542384	271192	2709	542
25_34	25-34	FR	France	Céréal Bio & Céréal France		1636261843328359	Facebook	5	1	540552	215948	2983	769
25_34	25-34	FR	France	Mama Quilla		387951911757339	Facebook	1	1	536947	268473	2684	536
25_34	25-34	FR	France	Les Energies du Soleil		1684031805239401	Facebook	14	1	531212	229714	5889	1656
25_34	25-34	FR	France	Maplanèteverte	Ma Planète Verte	340654233462962	Facebook	58	1	500729	117432	4535	680
25_34	25-34	FR	France	SECIB Immobilier		378027698975144	Facebook	24	1	495109	185909	6483	1787
25_34	25-34	FR	France	Make.org	Make.org	122037308191612	Facebook	50	1	491220	219037	4581	953
25_34	25-34	FR	France	Economiser Energie		286272318578056	Facebook	11	1	447807	175250	5453	1059
25_34	25-34	FR	France	France Soleil		1928798227141536	Facebook	12	1	447308	210989	5896	2007
25_34	25-34	FR	France	Collectif : Féministes contre le cyberharcèlement		1026099724099181	Facebook	91	1	443868	143605	1728	17
25_34	25-34	FR	France	Mon Energie Verte		252140872017180	Facebook	65	1	434996	157683	5265	1130
