advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	u	unknown	BE	Belgium	143	1	100075	43578	666	136
sp.a	sp.a	57253967150	Facebook	u	unknown	BE	Belgium	220	1	99148	41942	458	109
Vlaams Belang	Vlaams Belang	56605856504	Facebook	u	unknown	BE	Belgium	57	1	55565	25590	369	84
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	u	unknown	BE	Belgium	79	1	47768	20233	438	103
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	u	unknown	BE	Belgium	89	1	47209	20317	132	30
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	u	unknown	BE	Belgium	82	1	41214	15347	99	18
Kialo		729627343834501	Facebook	u	unknown	BE	Belgium	368	1	37746	14455	294	66
Groen	Groen	84920854319	Facebook	u	unknown	BE	Belgium	130	1	20850	7005	121	14
Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	u	unknown	BE	Belgium	72	1	20113	7900	58	2
Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	u	unknown	BE	Belgium	28	1	19180	7299	295	74
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	u	unknown	BE	Belgium	13	1	17729	7561	85	27
Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	u	unknown	BE	Belgium	13	1	16687	6955	69	19
Peter Mertens	PVDA	236485149843971	Facebook	u	unknown	BE	Belgium	182	1	16171	5004	175	19
European Greens		141366725876424	Facebook	u	unknown	BE	Belgium	12	1	15349	6021	101	22
Open Vld	Open Vld	53668151866	Facebook	u	unknown	BE	Belgium	164	1	14358	5493	120	17
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	u	unknown	BE	Belgium	83	1	14312	5315	114	19
Greenpeace Belgium		73232790238	Facebook	u	unknown	BE	Belgium	59	1	13246	4778	136	14
Facebook Brussels	Facebook	287739491272583	Facebook	u	unknown	BE	Belgium	16	1	11291	4505	124	29
John Crombez	sp.a	264131406977201	Facebook	u	unknown	BE	Belgium	63	1	10383	3639	75	15
IKEA	IKEA	112961202185776	Facebook	u	unknown	BE	Belgium	15	1	10004	4564	36	11
Sign for my Future		1345513882259768	Facebook	u	unknown	BE	Belgium	5	1	9702	4090	88	20
VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	u	unknown	BE	Belgium	51	1	9601	3494	93	24
Mutualité chrétienne (MC)	Mutualité chrétienne (MC)	180233078762668	Facebook	u	unknown	BE	Belgium	13	1	9445	3403	35	10
DéFI	DéFI	173518112695794	Facebook	u	unknown	BE	Belgium	40	1	9151	2786	67	6
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	u	unknown	BE	Belgium	66	1	9069	2730	35	0
