advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Patricija Šulin		1541413339429015	Facebook	d077	2019-03-18	SI	Slovenia	2	1	10832	2166	36	0
Romana Tomc		1025408990823719	Facebook	d077	2019-03-18	SI	Slovenia	1	1	6249	1250	12	0
Neva Grašič		2235496013147745	Facebook	d077	2019-03-18	SI	Slovenia	1	1	2499	1250	24	0
Matjaž Nemec		642148249206716	Facebook	d077	2019-03-18	SI	Slovenia	1	1	2499	499	49	0
eToro		193863317737	Facebook	d077	2019-03-18	SI	Slovenia	4	1	1250	444	3	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d077	2019-03-18	SI	Slovenia	6	1	1083	444	9	1
Žiga Turk		352586381292	Facebook	d077	2019-03-18	SI	Slovenia	1	1	908	454	8	0
Veganuary		170911309781648	Facebook	d077	2019-03-18	SI	Slovenia	8	1	821	216	3	0
Greenpeace Slovenija		195508530477478	Facebook	d077	2019-03-18	SI	Slovenia	2	1	714	285	9	0
Coconut Bowls		451945511677873	Facebook	d077	2019-03-18	SI	Slovenia	7	1	692	184	7	0
Council of the European Union		147547541961576	Facebook	d077	2019-03-18	SI	Slovenia	3	1	606	285	1	0
Kai		1096849783817636	Facebook	d077	2019-03-18	SI	Slovenia	1	1	499	0	49	0
Streetpit		658189304534663	Facebook	d077	2019-03-18	SI	Slovenia	1	1	487	243	0	0
Erasmus Student Network		25226723130	Facebook	d077	2019-03-18	SI	Slovenia	1	1	410	205	0	0
VoteWatch Europe		355087424564148	Facebook	d077	2019-03-18	SI	Slovenia	1	1	188	75	0	0
Nenad Matić - Zelena lista		157025101623973	Facebook	d077	2019-03-18	SI	Slovenia	1	1	51	10	0	0
Prizeo		378378255568881	Facebook	d077	2019-03-18	SI	Slovenia	3	1	51	10	0	0
Melba Culp		902971599738051	Facebook	d077	2019-03-18	SI	Slovenia	2	1	41	18	0	0
NATO Strategic Communications Centre of Excellence		1456516717932002	Facebook	d077	2019-03-18	SI	Slovenia	1	1	32	16	0	0
European Commission - Development & Cooperation - EuropeAid		287842647957979	Facebook	d077	2019-03-18	SI	Slovenia	4	1	27	11	0	0
ITUC		20556338116	Facebook	d077	2019-03-18	SI	Slovenia	1	1	24	12	0	0
Andreas Schieder	SPÖ	290881691011354	Facebook	d077	2019-03-18	SI	Slovenia	2	1	20	4	0	0
Animal Matters	Animal Matters	1439364926329185	Facebook	d077	2019-03-18	SI	Slovenia	1	1	19	3	0	0
Chug Bottles		1781974005205686	Facebook	d077	2019-03-18	SI	Slovenia	1	1	18	9	0	0
Stanford Graduate School of Business		208357009185713	Facebook	d077	2019-03-18	SI	Slovenia	3	1	17	3	0	0
