region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
attica_region	Attica (region)	EL	Greece	4783	996	34215832	11741618	156249	12308
central_greece_region	Central Greece (region)	EL	Greece	3455	719	578321	159836	4296	65
central_macedonia	Central Macedonia	EL	Greece	4026	849	9033883	2901954	46078	2043
crete	Crete	EL	Greece	3342	719	2480953	780980	10216	206
eastern_macedonia_and_thrace	Eastern Macedonia and Thrace	EL	Greece	3196	679	3276250	981781	14421	478
epirus_region	Epirus (region)	EL	Greece	3165	674	1688718	382644	9711	242
ionian_islands_region	Ionian Islands (region)	EL	Greece	3050	673	232387	58327	847	17
northern_aegean	Northern Aegean	EL	Greece	2944	634	196184	52407	1151	16
peloponnese_region	Peloponnese (region)	EL	Greece	3247	691	1947040	511040	11086	169
southern_aegean	Southern Aegean	EL	Greece	3205	704	2858139	780405	8967	240
thessaly	Thessaly	EL	Greece	3355	721	1589117	557242	8223	258
western_greece	Western Greece	EL	Greece	3394	708	2420615	768081	17857	325
western_macedonia	Western Macedonia	EL	Greece	2890	605	449920	149919	2287	39
