gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	ES	Spain	21512	2035	322264924	122297897	2311471	298283
m	male	ES	Spain	18690	1960	234308352	90488296	1697850	225294
u	unknown	ES	Spain	13458	1830	2534481	992384	17485	2642
