audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	EL	Greece	247	103	1568659	558612	4954	733
m35_44	male (35-44)	EL	Greece	255	105	1401660	502780	5031	701
m18_24	male (18-24)	EL	Greece	235	100	1277167	445225	3632	511
m45_54	male (45-54)	EL	Greece	253	103	1118107	385613	4604	555
m55_64	male (55-64)	EL	Greece	246	100	734049	235554	3611	337
f45_54	female (45-54)	EL	Greece	251	104	728419	252182	2685	331
f35_44	female (35-44)	EL	Greece	250	105	718877	266457	2165	268
f18_24	female (18-24)	EL	Greece	230	100	654963	233318	1611	186
f55_64	female (55-64)	EL	Greece	237	98	637221	202490	2582	281
f25_34	female (25-34)	EL	Greece	237	101	609379	224119	1685	197
m65_	male (65+)	EL	Greece	224	89	439333	140625	2020	189
f65_	female (65+)	EL	Greece	222	91	347283	109189	1445	146
m13_17	male (13-17)	EL	Greece	86	29	91459	30470	286	33
f13_17	female (13-17)	EL	Greece	75	29	82462	27831	244	24
u35_44	unknown (35-44)	EL	Greece	213	92	27642	9675	93	12
u25_34	unknown (25-34)	EL	Greece	184	85	15723	5438	60	6
u45_54	unknown (45-54)	EL	Greece	197	80	9987	3401	43	4
u65_	unknown (65+)	EL	Greece	143	66	3753	1236	13	1
u55_64	unknown (55-64)	EL	Greece	146	68	3508	1141	17	1
u18_24	unknown (18-24)	EL	Greece	98	49	1463	488	5	0
u13_17	unknown (13-17)	EL	Greece	18	13	72	23	0	0
