advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	35_44	35-44	HR	Croatia	28	1	2034823	977653	6593	1493
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	35_44	35-44	HR	Croatia	59	1	907067	399038	1381	84
Valter Flego	Valter Flego	441675022557503	Facebook	35_44	35-44	HR	Croatia	51	1	654736	185993	1910	254
European Greens		141366725876424	Facebook	35_44	35-44	HR	Croatia	39	1	518483	218172	1325	352
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	35_44	35-44	HR	Croatia	34	1	482769	163804	1169	198
pametno.org	pametno.org	144815235686385	Facebook	35_44	35-44	HR	Croatia	27	1	420675	159891	776	20
Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	35_44	35-44	HR	Croatia	28	1	344223	111886	631	24
Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	35_44	35-44	HR	Croatia	26	1	328616	86575	867	64
Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	35_44	35-44	HR	Croatia	71	1	304830	84581	1443	13
MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	35_44	35-44	HR	Croatia	44	1	297844	106435	999	80
Kialo		729627343834501	Facebook	35_44	35-44	HR	Croatia	317	1	285173	121059	1435	364
Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	35_44	35-44	HR	Croatia	21	1	255287	78187	555	37
Eclectica		1379977375431894	Facebook	35_44	35-44	HR	Croatia	1	1	235309	117655	1047	209
Ruža Tomašić		1434305366791182	Facebook	35_44	35-44	HR	Croatia	40	1	219482	60347	547	0
GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	35_44	35-44	HR	Croatia	13	1	190387	66103	309	32
Zoran Bahtijarević		2195720960680577	Facebook	35_44	35-44	HR	Croatia	4	1	173908	82393	513	96
Bandić Milan 365 - Stranka rada i solidarnosti		350640391803012	Facebook	35_44	35-44	HR	Croatia	1	1	106610	42644	94	18
Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	35_44	35-44	HR	Croatia	15	1	104446	44542	438	37
Greenpeace Hrvatska	Greenpeace Hrvatska	359170097532754	Facebook	35_44	35-44	HR	Croatia	10	1	102014	30694	251	15
Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	35_44	35-44	HR	Croatia	16	1	98648	28959	284	0
Dr. sc. Tomislav Sokol	HDZ - Hrvatska demokratska zajednica	136900153422435	Facebook	35_44	35-44	HR	Croatia	10	1	96540	31707	264	17
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	35_44	35-44	HR	Croatia	33	1	93592	27204	192	12
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	35_44	35-44	HR	Croatia	52	1	81019	37853	207	55
Ruža Kovačević Bilić	Hrvatska narodna stranka - liberalni demokrati (HNS)	2268602929863854	Facebook	35_44	35-44	HR	Croatia	5	1	72719	16121	183	0
Nikolina Brnjac	HDZ - Hrvatska demokratska zajednica	287054392229717	Facebook	35_44	35-44	HR	Croatia	9	1	69223	15434	176	0
