advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partido Popular	Partido Popular	72249031214	Facebook	d116	2019-04-26	2118	1	21717111	8737749	161591	24791
Podemos	Unidas Podemos	269212336568846	Facebook	d116	2019-04-26	296	1	16923790	7498862	107812	28996
European Parliament		178362315106	Facebook	d116	2019-04-26	89	1	8420950	3834111	43373	11992
COALICION CANARIA		AR489541609348661248	Google	d116	2019-04-26	2672	1	4980688	56909	22342	0
PSOE	PSOE	189318235003	Facebook	d116	2019-04-26	308	1	4600626	1734958	16750	2381
Kialo		729627343834501	Facebook	d116	2019-04-26	44	1	3684960	1477500	15631	3774
Ciudadanos	Ciudadanos	74078667754	Facebook	d116	2019-04-26	228	1	3328386	1013500	17236	1650
FDP	FDP	21289227249	Facebook	d116	2019-04-26	257	1	2353707	723123	18683	1200
PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	d116	2019-04-26	42	1	1852464	712500	13714	2850
Vlaams Belang	Vlaams Belang	56605856504	Facebook	d116	2019-04-26	6	1	1739406	816705	11342	2529
Romania #nuepsd	Future Innovation	293215748279337	Facebook	d116	2019-04-26	24	1	1719160	797083	1317	656
sp.a	sp.a	57253967150	Facebook	d116	2019-04-26	103	1	1613977	673718	7296	1785
The Brexit Party	The Brexit Party	230416667843105	Facebook	d116	2019-04-26	16	1	1566714	779322	20864	8308
ČSSD	ČSSD	111041662264882	Facebook	d116	2019-04-26	93	1	1133576	332333	8476	1896
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	d116	2019-04-26	46	1	1118611	456410	4323	1049
MSZP	MSZP	115388925185513	Facebook	d116	2019-04-26	18	1	1099763	470222	1056	317
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	d116	2019-04-26	8	1	1054164	448333	437	203
En Comú Podem	En Comú Podem	463627663844039	Facebook	d116	2019-04-26	35	1	1030512	427745	3599	1042
Compromís	Compromís	194053080624605	Facebook	d116	2019-04-26	24	1	1014427	450874	4077	1042
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	d116	2019-04-26	11	1	965343	402801	11213	2492
Greenpeace España	Greenpeace España	133044800622	Facebook	d116	2019-04-26	11	1	904990	391000	2990	500
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	d116	2019-04-26	351	1	842649	167000	41249	1400
Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	d116	2019-04-26	7	1	809496	376500	5533	1062
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	d116	2019-04-26	231	1	694590	47785	1300	0
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	d116	2019-04-26	55	1	686261	274447	2539	398
