advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	d130	2019-05-10	24	1	5069368	2467563	7582	1588
mmb media agentur d.o.o.		AR524572049809604608	Google	d130	2019-05-10	521	1	3535734	150833	10741	0
ČSSD	ČSSD	111041662264882	Facebook	d130	2019-05-10	821	1	3445179	686000	14755	3093
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	d130	2019-05-10	80	1	3074026	1359633	5399	1171
România în primul rând	Future Innovation	770704223323599	Facebook	d130	2019-05-10	46	1	2607693	1142180	2155	614
COALICION CANARIA		AR489541609348661248	Google	d130	2019-05-10	730	1	2505833	17500	11741	0
European Greens		141366725876424	Facebook	d130	2019-05-10	41	1	2314221	1046857	14558	3802
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	d130	2019-05-10	1463	1	2044463	44425	8223	0
Mediabrands Digital OÜ		AR530356305605427200	Google	d130	2019-05-10	329	1	1925738	153095	2739	0
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	d130	2019-05-10	337	1	1884409	739054	8922	1642
European Parliament		178362315106	Facebook	d130	2019-05-10	30	1	1878724	872181	9877	2329
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	d130	2019-05-10	101	1	1742421	738491	5513	1474
Parlement européen en France	Parlement européen en France	279757933824	Facebook	d130	2019-05-10	72	1	1625704	666428	8718	2085
FDP	FDP	21289227249	Facebook	d130	2019-05-10	834	1	1584223	491009	14194	879
sp.a	sp.a	57253967150	Facebook	d130	2019-05-10	201	1	1532818	539610	8273	1406
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	d130	2019-05-10	237	1	1496013	487035	10190	2023
Make.org	Make.org	122037308191612	Facebook	d130	2019-05-10	14	1	1480482	632413	5863	2676
AMERISOFT SRL		AR573801583431647232	Google	d130	2019-05-10	66	1	1466434	145419	288	0
SPÖ	SPÖ	77393060080	Facebook	d130	2019-05-10	537	1	1389687	472804	11367	1785
Fidesz	Fidesz	9844779306	Facebook	d130	2019-05-10	13	1	1299993	625000	4333	2166
The Brexit Party	The Brexit Party	230416667843105	Facebook	d130	2019-05-10	12	1	1262990	612500	23450	6393
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	d130	2019-05-10	696	1	1196698	378024	15906	2282
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	d130	2019-05-10	16	1	1175843	558458	2507	1104
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	d130	2019-05-10	133	1	1165810	419499	4510	540
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	d130	2019-05-10	42	1	1149677	502792	2309	644
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	d130	2019-05-10	6	1	1147616	463809	3199	1260
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	d130	2019-05-10	6	1	1016662	453333	12192	2438
Partito Democratico		77034286895	Facebook	d130	2019-05-10	78	1	971538	429249	3067	590
KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	d130	2019-05-10	16	1	950000	94000	160	0
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	d130	2019-05-10	46	1	936971	342912	4210	1413
Sloboda a Solidarita		AR242125929453715456	Google	d130	2019-05-10	103	1	909166	48333	2370	0
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	d130	2019-05-10	331	1	893876	335361	6010	1567
HLAS		AR312619193323225088	Google	d130	2019-05-10	265	1	884680	10000	3973	0
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	d130	2019-05-10	22	1	867327	355999	1260	166
DIE LINKE	DIE LINKE	47694585682	Facebook	d130	2019-05-10	199	1	866662	303026	4588	320
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	d130	2019-05-10	86	1	866107	70559	1155	0
INBOX	New Digital Media	369693523475596	Facebook	d130	2019-05-10	17	1	862494	378583	886	83
Open Vld	Open Vld	53668151866	Facebook	d130	2019-05-10	164	1	828140	338150	5377	1160
Gazeta Wyborcza		63563473556	Facebook	d130	2019-05-10	36	1	749964	206000	1782	302
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	d130	2019-05-10	26	1	731758	312019	469	112
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	d130	2019-05-10	24	1	718855	319778	612	237
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	d130	2019-05-10	52	1	707076	258654	1398	410
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	d130	2019-05-10	55	1	698201	307823	1153	101
Slovenska demokratska stranka		AR170068335415787520	Google	d130	2019-05-10	25	1	696000	68000	270	0
Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	d130	2019-05-10	24	1	690824	282666	3504	765
SPD	SPD	47930567748	Facebook	d130	2019-05-10	67	1	672318	149660	6066	360
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	d130	2019-05-10	96	1	671756	314513	3081	556
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	d130	2019-05-10	16	1	654162	296833	1044	355
Facebook Brussels	Facebook	287739491272583	Facebook	d130	2019-05-10	16	1	645558	283797	5478	1381
IKEA	IKEA	112961202185776	Facebook	d130	2019-05-10	61	1	638045	260277	2501	405
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	d130	2019-05-10	10	1	611879	280761	915	312
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	d130	2019-05-10	107	1	595894	181933	11576	2682
