day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d135	2019-05-15	LU	Luxembourg	322	69	756950	305560	4122	813
d134	2019-05-14	LU	Luxembourg	357	75	862747	347279	4906	865
d133	2019-05-13	LU	Luxembourg	358	72	828239	320697	4245	629
d132	2019-05-12	LU	Luxembourg	319	73	662119	243332	3289	493
d131	2019-05-11	LU	Luxembourg	340	79	588440	222575	2604	370
d130	2019-05-10	LU	Luxembourg	345	79	591256	224990	2817	374
d129	2019-05-09	LU	Luxembourg	330	76	528088	176170	2708	309
d128	2019-05-08	LU	Luxembourg	328	76	553184	182415	2816	308
d127	2019-05-07	LU	Luxembourg	323	73	493133	169982	3438	326
d126	2019-05-06	LU	Luxembourg	310	73	356646	119106	2738	237
d125	2019-05-05	LU	Luxembourg	268	79	229188	74113	1597	157
d124	2019-05-04	LU	Luxembourg	268	74	320480	117876	1655	151
d123	2019-05-03	LU	Luxembourg	285	81	552892	200477	2901	253
d122	2019-05-02	LU	Luxembourg	282	77	296532	107232	1504	136
d121	2019-05-01	LU	Luxembourg	275	72	474342	141175	2688	298
d120	2019-04-30	LU	Luxembourg	319	80	560953	155784	3996	198
d119	2019-04-29	LU	Luxembourg	321	79	493474	174168	1891	114
d118	2019-04-28	LU	Luxembourg	284	77	257187	100020	1335	81
d117	2019-04-27	LU	Luxembourg	279	76	241415	96472	1286	115
d116	2019-04-26	LU	Luxembourg	317	81	257374	105094	1327	121
d115	2019-04-25	LU	Luxembourg	279	80	67142	16197	548	40
d114	2019-04-24	LU	Luxembourg	275	84	29081	7481	502	5
d113	2019-04-23	LU	Luxembourg	306	88	147342	33639	1056	112
d112	2019-04-22	LU	Luxembourg	277	93	46103	14422	340	20
d111	2019-04-21	LU	Luxembourg	285	96	39271	10669	278	18
d110	2019-04-20	LU	Luxembourg	279	99	44471	11280	307	22
d109	2019-04-19	LU	Luxembourg	314	112	154576	49584	1038	50
d108	2019-04-18	LU	Luxembourg	298	108	42773	10195	270	17
d107	2019-04-17	LU	Luxembourg	296	109	67728	15254	445	55
d106	2019-04-16	LU	Luxembourg	324	113	127799	37585	747	111
d105	2019-04-15	LU	Luxembourg	393	124	186063	51541	1163	120
d104	2019-04-14	LU	Luxembourg	404	137	171667	48999	856	39
d103	2019-04-13	LU	Luxembourg	404	146	190315	52850	918	37
d102	2019-04-12	LU	Luxembourg	480	155	475295	123529	2375	47
d101	2019-04-11	LU	Luxembourg	439	158	206606	56793	1013	69
d100	2019-04-10	LU	Luxembourg	409	156	328230	79705	1233	62
d099	2019-04-09	LU	Luxembourg	423	162	164551	47354	930	53
d098	2019-04-08	LU	Luxembourg	419	159	150792	39225	1019	18
d097	2019-04-07	LU	Luxembourg	395	149	97406	27203	691	11
d096	2019-04-06	LU	Luxembourg	413	151	335088	76018	2236	18
d095	2019-04-05	LU	Luxembourg	406	156	108796	27786	1050	18
d094	2019-04-04	LU	Luxembourg	371	148	121501	29658	831	35
d093	2019-04-03	LU	Luxembourg	338	144	80715	21427	749	18
d092	2019-04-02	LU	Luxembourg	306	134	147366	36816	899	24
d091	2019-04-01	LU	Luxembourg	275	119	116433	31426	1020	17
d090	2019-03-31	LU	Luxembourg	280	122	180298	63382	1031	77
d089	2019-03-30	LU	Luxembourg	294	129	503446	169707	2983	175
d088	2019-03-29	LU	Luxembourg	308	137	204328	66526	1962	78
d087	2019-03-28	LU	Luxembourg	316	137	203551	70195	2108	98
d086	2019-03-27	LU	Luxembourg	292	131	248712	91336	2009	187
d085	2019-03-26	LU	Luxembourg	259	117	185597	71916	1126	156
d084	2019-03-25	LU	Luxembourg	240	116	210427	81324	1391	170
d083	2019-03-24	LU	Luxembourg	234	110	205558	75244	1234	159
d082	2019-03-23	LU	Luxembourg	214	108	174257	69091	1000	154
d081	2019-03-22	LU	Luxembourg	239	114	204332	80684	1659	147
d080	2019-03-21	LU	Luxembourg	202	107	163935	68033	790	148
