country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BE	Belgium	f	female	12563	2198	173440742	66258415	1192115	209756
BE	Belgium	m	male	12253	2135	193451955	74021277	1367373	244467
BE	Belgium	u	unknown	10779	2022	1768658	661145	13097	2225
