region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
abruzzo	Abruzzo	IT	Italy	8572	2041	1512337	417446	14748	280
aosta_valley	Aosta Valley	IT	Italy	6670	1615	197547	52619	1055	16
basilicata	Basilicata	IT	Italy	7777	1842	2135770	737225	10417	545
calabria	Calabria	IT	Italy	8637	2067	2820131	905682	16830	792
campania	Campania	IT	Italy	9641	2334	14288073	4629170	85324	5586
emilia_romagna	Emilia-Romagna	IT	Italy	10467	2626	14772771	4515267	119230	5086
friuli_venezia_giulia	Friuli-Venezia Giulia	IT	Italy	8652	2097	1802985	570378	19525	801
lazio	Lazio	IT	Italy	10339	2605	20414563	6544413	128055	8880
liguria	Liguria	IT	Italy	9103	2189	3127514	861336	26646	821
lombardia	Lombardia	IT	Italy	11523	2934	30580978	10323120	196879	14736
marche	Marche	IT	Italy	8725	2125	2869330	866104	23165	338
molise	Molise	IT	Italy	7320	1736	185980	46215	2174	110
piedmont	Piedmont	IT	Italy	10497	2552	21032900	7087649	131721	12905
puglia	Puglia	IT	Italy	9284	2272	8996526	2689248	55799	2618
sardinia	Sardinia	IT	Italy	8219	1995	1414939	413677	10885	294
sicilia	Sicilia	IT	Italy	9029	2233	12487596	4209983	69623	5049
trentino_alto_adige	Trentino-Alto Adige	IT	Italy	8214	2073	2700136	753203	21891	1263
tuscany	Tuscany	IT	Italy	9685	2484	11429230	3512653	90506	4002
umbria	Umbria	IT	Italy	8379	2061	3553404	983414	28603	613
veneto	Veneto	IT	Italy	9896	2519	14752554	4686396	97473	5229
