country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
FI	Finland	uusimaa	Uusimaa	4541	897	14287759	4471062	184342	23984
FI	Finland	southwest_finland	Southwest Finland	3676	691	2064426	589776	40812	2693
FI	Finland	pirkanmaa	Pirkanmaa	3012	607	1821696	520547	28417	2516
FI	Finland	northern_ostrobothnia	Northern Ostrobothnia	2704	516	1693609	487516	23747	1805
FI	Finland	ostrobothnia_region	Ostrobothnia (region)	2693	517	1190788	292677	18241	618
FI	Finland	central_finland	Central Finland	2592	496	729247	173258	13375	812
FI	Finland	lapland_finland	Lapland (Finland)	2440	493	664340	161484	12066	541
FI	Finland	satakunta	Satakunta	2359	472	493021	120689	9600	488
FI	Finland	pohjois_savo	Pohjois-Savo	2369	465	394587	109851	6188	405
FI	Finland	paijat_hame	Päijät-Häme	2386	485	393716	92292	5296	379
FI	Finland	aland_islands	Åland Islands	1921	378	318249	80011	2868	245
FI	Finland	etela_savo	Etelä-Savo	2178	424	292548	77635	4163	253
FI	Finland	kymenlaakso	Kymenlaakso	2305	453	289624	76560	4441	295
FI	Finland	southern_ostrobothnia	Southern Ostrobothnia	2224	447	253475	64582	8107	148
FI	Finland	south_karelia	South Karelia	2176	416	240839	56451	3188	282
FI	Finland	tavastia_proper	Tavastia Proper	2372	481	232551	56214	4939	197
FI	Finland	north_karelia	North Karelia	2248	424	150841	40121	2851	127
FI	Finland	central_ostrobothnia	Central Ostrobothnia	2034	391	114680	23932	2802	20
FI	Finland	kainuu	Kainuu	1788	350	64411	11513	2889	34
