country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HR	Croatia	w020	Week 20	2019-05-13	2019-05-15	364	99	5506187	1864259	18507	1426
HR	Croatia	w019	Week 19	2019-05-06	2019-05-12	555	128	13579737	4698366	34448	2982
HR	Croatia	w018	Week 18	2019-04-29	2019-05-05	510	133	9772114	3833783	30671	4149
HR	Croatia	w017	Week 17	2019-04-22	2019-04-28	414	125	5325386	2146314	20439	3114
HR	Croatia	w016	Week 16	2019-04-15	2019-04-21	392	151	1192273	391349	4891	260
HR	Croatia	w015	Week 15	2019-04-08	2019-04-14	559	222	2326714	883767	7828	737
HR	Croatia	w014	Week 14	2019-04-01	2019-04-07	469	227	2058787	787636	6697	994
HR	Croatia	w013	Week 13	2019-03-25	2019-03-31	346	180	964142	370463	3405	301
HR	Croatia	w012	Week 12	2019-03-18	2019-03-24	318	165	1867056	670994	6321	405
HR	Croatia	w011	Week 11	2019-03-11	2019-03-17	193	94	1046303	398710	4185	657
HR	Croatia	w010	Week 10	2019-03-04	2019-03-10	243	85	1028435	418734	3699	278
HR	Croatia	w009	Week 9	2019-02-25	2019-03-03	126	57	359452	89047	2553	268
HR	Croatia	w008	Week 8	2019-02-18	2019-02-24	104	52	215086	80474	1073	118
HR	Croatia	w007	Week 7	2019-02-11	2019-02-17	82	44	267241	78110	1639	74
HR	Croatia	w006	Week 6	2019-02-04	2019-02-10	67	34	152178	63890	1213	95
HR	Croatia	w005	Week 5	2019-01-28	2019-02-03	69	24	71447	16932	308	6
HR	Croatia	w004	Week 4	2019-01-21	2019-01-27	58	22	14031	4704	114	4
HR	Croatia	w003	Week 3	2019-01-14	2019-01-20	64	24	102338	40949	509	62
HR	Croatia	w002	Week 2	2019-01-07	2019-01-13	44	19	13576	4313	86	1
HR	Croatia	w001	Week 1	2019-01-01	2019-01-06	36	14	17123	6053	100	8
