day_code_filter	day_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d123	2019-05-03	Greenpeace France		39435457457	Facebook	14	1	8601986	4050000	39686	9100
d123	2019-05-03	European Parliament		178362315106	Facebook	127	1	7487896	3433159	40063	12475
d123	2019-05-03	CDU	CDU	78502295414	Facebook	3170	1	4830978	1159375	43378	1037
d123	2019-05-03	SP	SP	128393027527	Facebook	27	1	2781829	1189153	29767	6746
d123	2019-05-03	Ingredientes que Suman		586540488142205	Facebook	9	1	2404991	1071000	8291	1900
d123	2019-05-03	SPD	SPD	47930567748	Facebook	129	1	2301495	693309	23902	3588
d123	2019-05-03	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	24	1	2118369	1017563	5565	2008
d123	2019-05-03	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	17	1	2107007	967801	16177	3600
d123	2019-05-03	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	1386	1	1987947	64758	7025	0
d123	2019-05-03	Fidesz	Fidesz	9844779306	Facebook	14	1	1583326	725000	4488	2166
d123	2019-05-03	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	23	1	1478507	690268	4652	1109
d123	2019-05-03	Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	68	1	1423932	638000	18732	5800
d123	2019-05-03	sp.a	sp.a	57253967150	Facebook	53	1	1418224	651304	6802	1690
d123	2019-05-03	mmb media agentur d.o.o.		AR524572049809604608	Google	622	1	1388793	59047	4086	0
d123	2019-05-03	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	75	1	1365847	569335	3227	862
d123	2019-05-03	The Brexit Party	The Brexit Party	230416667843105	Facebook	14	1	1329225	642996	16614	7149
d123	2019-05-03	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	294	1	1070373	77129	1858	0
d123	2019-05-03	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	211	1	1029483	420276	5109	1005
d123	2019-05-03	Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	7	1	1019998	490000	1418	283
d123	2019-05-03	MasterClass		687589164666184	Facebook	1	1	999999	500000	4449	890
d123	2019-05-03	Forza Italia		172265396249029	Facebook	2	1	999998	400000	9998	2000
d123	2019-05-03	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	10	1	984177	465125	3064	1423
d123	2019-05-03	Greenpeace España	Greenpeace España	133044800622	Facebook	48	1	974952	258000	4752	0
d123	2019-05-03	FDP	FDP	21289227249	Facebook	150	1	956805	219690	3268	204
d123	2019-05-03	Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	10	1	951348	410475	2125	700
