day_code_filter	day_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d129	2019-05-09	CDU	CDU	78502295414	Facebook	3170	1	4830978	1159375	43378	1037
d129	2019-05-09	SPD	SPD	47930567748	Facebook	1071	1	2998600	610803	109606	1732
d129	2019-05-09	COALICION CANARIA		AR489541609348661248	Google	592	1	2705833	17500	12741	0
d129	2019-05-09	European Parliament		178362315106	Facebook	24	1	2450225	1148848	15511	4079
d129	2019-05-09	România în primul rând	Future Innovation	770704223323599	Facebook	42	1	2166027	941346	2024	535
d129	2019-05-09	European Greens		141366725876424	Facebook	33	1	2005055	911690	13042	3402
d129	2019-05-09	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	1480	1	1945185	44425	7726	0
d129	2019-05-09	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	34	1	1935966	842966	4681	962
d129	2019-05-09	Mediabrands Digital OÜ		AR530356305605427200	Google	327	1	1919071	153095	2706	0
d129	2019-05-09	Greenpeace France		39435457457	Facebook	5	1	1904995	901000	7095	1700
d129	2019-05-09	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	102	1	1740700	740083	5594	1489
d129	2019-05-09	Parlement européen en France	Parlement européen en France	279757933824	Facebook	72	1	1625704	666428	8718	2085
d129	2019-05-09	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	305	1	1609815	626554	7845	1475
d129	2019-05-09	AMERISOFT SRL		AR573801583431647232	Google	73	1	1472231	145777	301	0
d129	2019-05-09	FDP	FDP	21289227249	Facebook	460	1	1411452	467342	8023	879
d129	2019-05-09	SP	SP	128393027527	Facebook	50	1	1347480	533487	14852	2846
d129	2019-05-09	SPÖ	SPÖ	77393060080	Facebook	530	1	1217587	408138	9665	1460
d129	2019-05-09	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	15	1	1167510	556791	2482	1098
d129	2019-05-09	Partido Socialista Europeu	Partido Socialista Europeu	126509981274614	Facebook	12	1	1151988	530000	1188	0
d129	2019-05-09	Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	5	1	1116663	453333	16360	6050
d129	2019-05-09	mmb media agentur d.o.o.		AR524572049809604608	Google	170	1	1107888	54166	2951	0
d129	2019-05-09	EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	143	1	1054440	88892	1272	0
d129	2019-05-09	sp.a	sp.a	57253967150	Facebook	156	1	1036794	381444	5862	1033
d129	2019-05-09	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	38	1	1032011	447625	2127	609
d129	2019-05-09	Partito Democratico		77034286895	Facebook	79	1	1004871	445916	3233	623
d129	2019-05-09	KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	16	1	950000	94000	160	0
d129	2019-05-09	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	15	1	946119	368856	7775	1625
d129	2019-05-09	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	17	1	899995	371666	1245	199
d129	2019-05-09	Fidesz	Fidesz	9844779306	Facebook	9	1	899994	450000	3404	1702
d129	2019-05-09	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	581	1	827218	293857	10702	1530
d129	2019-05-09	HLAS		AR312619193323225088	Google	363	1	809647	27476	2811	0
d129	2019-05-09	LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	30	1	766589	328686	522	139
d129	2019-05-09	VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	48	1	755931	317747	11785	2583
d129	2019-05-09	Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	325	1	739378	274527	5046	1355
d129	2019-05-09	Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	24	1	728854	309778	736	262
d129	2019-05-09	Open Vld	Open Vld	53668151866	Facebook	163	1	706127	248483	5664	860
d129	2019-05-09	Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	52	1	694823	215404	1849	490
d129	2019-05-09	Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	14	1	674003	315912	4114	1141
d129	2019-05-09	Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	20	1	658721	222327	1952	200
d129	2019-05-09	INBOX	New Digital Media	369693523475596	Facebook	10	1	658329	286999	679	83
d129	2019-05-09	Facebook Brussels	Facebook	287739491272583	Facebook	16	1	645558	283797	5478	1381
d129	2019-05-09	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	94	1	630090	296180	2981	540
d129	2019-05-09	Partido Socialista Europeo		442423976113917	Facebook	4	1	599996	300000	396	0
d129	2019-05-09	SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	54	1	573202	257823	926	51
d129	2019-05-09	BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	195	1	565257	207422	5993	1108
d129	2019-05-09	Jorge Azcón	Partido Popular Ayuntamiento de Zaragoza	1005758609559650	Facebook	105	1	561895	112000	10395	0
d129	2019-05-09	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	8	1	559997	254000	2647	573
d129	2019-05-09	TheArticle	TheArticle	607840469632004	Facebook	4	1	555543	223181	1386	631
d129	2019-05-09	Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	97	1	555055	40000	975	0
d129	2019-05-09	Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	46	1	548364	241179	887	153
d129	2019-05-09	Greenpeace Deutschland		22541752487	Facebook	245	1	534201	171405	3794	581
d129	2019-05-09	SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	56	1	531363	158545	3678	503
d129	2019-05-09	Romania #nuepsd	Future Innovation	293215748279337	Facebook	4	1	529761	256547	188	71
d129	2019-05-09	Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	18	1	521901	216452	1023	424
d129	2019-05-09	Andreas Schieder	SPÖ	290881691011354	Facebook	57	1	518531	181256	5086	977
