day_code_filter	day_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d115	2019-04-25	Partido Popular	Partido Popular	72249031214	Facebook	2110	1	18337121	7153749	144301	21111
d115	2019-04-25	Podemos	Unidas Podemos	269212336568846	Facebook	297	1	16943790	7508862	107912	29046
d115	2019-04-25	Ciudadanos	Ciudadanos	74078667754	Facebook	1700	1	15197914	4317500	219764	15050
d115	2019-04-25	COALICION CANARIA		AR489541609348661248	Google	2900	1	5388097	56909	24379	0
d115	2019-04-25	PSOE	PSOE	189318235003	Facebook	309	1	4679098	1874258	15129	2659
d115	2019-04-25	Romania #nuepsd	Future Innovation	293215748279337	Facebook	25	1	1885826	863750	1387	691
d115	2019-04-25	Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	8	1	1709992	742000	21051	8331
d115	2019-04-25	sp.a	sp.a	57253967150	Facebook	101	1	1588978	668718	7047	1735
d115	2019-04-25	Kialo		729627343834501	Facebook	18	1	1264986	527500	4972	1192
d115	2019-04-25	Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	30	1	1200970	441000	5370	600
d115	2019-04-25	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	7	1	1179164	498333	489	229
d115	2019-04-25	PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	40	1	1163569	498833	8332	2229
d115	2019-04-25	Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	46	1	1118611	456410	4323	1049
d115	2019-04-25	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	16	1	1085837	453715	3076	700
d115	2019-04-25	FDP	FDP	21289227249	Facebook	126	1	1066197	285494	7761	700
d115	2019-04-25	Compromís	Compromís	194053080624605	Facebook	24	1	1014427	450874	4077	1042
d115	2019-04-25	Κατερινα Μαρκου	Pulse and Opinion S.A.	832766380123763	Facebook	4	1	1004704	501911	507	100
d115	2019-04-25	Un país moderno	Unidas Podemos	577723459314066	Facebook	35	1	974281	444956	6329	1330
d115	2019-04-25	En Comú Podem	En Comú Podem	463627663844039	Facebook	33	1	895515	367745	2552	842
d115	2019-04-25	Ioannis Vardakastanis	Ioannis Vardakastanis	195643347979465	Facebook	71	1	883415	372861	1705	250
d115	2019-04-25	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	245	1	771494	46118	1759	0
d115	2019-04-25	PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	56	1	726261	294447	3539	598
d115	2019-04-25	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	20	1	687879	314692	2683	613
d115	2019-04-25	Pablo Iglesias	Unidas Podemos	414809308591481	Facebook	4	1	674999	337500	25874	5175
d115	2019-04-25	HLAS		AR312619193323225088	Google	346	1	554545	17476	1986	0
