day_code_filter	day_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d126	2019-05-06	European Parliament		178362315106	Facebook	62	1	7391547	3395515	45758	11764
d126	2019-05-06	Save the Children España	Save the Children España	57845333112	Facebook	15	1	5659985	2685000	25285	5600
d126	2019-05-06	CDU	CDU	78502295414	Facebook	3170	1	4830978	1159375	43378	1037
d126	2019-05-06	AMERISOFT SRL		AR573801583431647232	Google	108	1	3792231	375777	651	0
d126	2019-05-06	Greenpeace España	Greenpeace España	133044800622	Facebook	28	1	2714972	1096000	5572	700
d126	2019-05-06	Vlaams Belang	Vlaams Belang	56605856504	Facebook	7	1	2346074	1043039	14476	3446
d126	2019-05-06	Roberto Rosso	Roberto Rosso	1735684256653359	Facebook	8	1	2099992	970000	13492	3000
d126	2019-05-06	EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	212	1	2051773	111392	5246	0
d126	2019-05-06	Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	11	1	1904163	893750	6643	1754
d126	2019-05-06	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	313	1	1861018	135701	3176	0
d126	2019-05-06	Open Vld	Open Vld	53668151866	Facebook	172	1	1787933	511894	10389	1257
d126	2019-05-06	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	1450	1	1780320	26425	7712	0
d126	2019-05-06	România în primul rând	Future Innovation	770704223323599	Facebook	27	1	1548589	719709	1590	385
d126	2019-05-06	mmb media agentur d.o.o.		AR524572049809604608	Google	638	1	1536888	59047	4827	0
d126	2019-05-06	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	276	1	1449392	581381	7534	1423
d126	2019-05-06	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	77	1	1390846	580335	3377	922
d126	2019-05-06	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	23	1	1356218	591522	4882	990
d126	2019-05-06	ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	7	1	1348330	666666	1708	387
d126	2019-05-06	Fidesz	Fidesz	9844779306	Facebook	11	1	1266659	616666	4539	2218
d126	2019-05-06	Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	37	1	1232519	494892	2259	948
d126	2019-05-06	SPD	SPD	47930567748	Facebook	64	1	1168224	287142	7631	421
d126	2019-05-06	FDP	FDP	21289227249	Facebook	151	1	1101805	410690	6168	954
d126	2019-05-06	Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	153	1	946031	222916	5739	225
d126	2019-05-06	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	25	1	905586	406554	1815	502
d126	2019-05-06	Gazeta Wyborcza		63563473556	Facebook	109	1	889891	193000	3068	139
