day_code_filter	day_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d117	2019-04-27	European Parliament		178362315106	Facebook	97	1	9140948	4172444	47918	12899
d117	2019-04-27	Romania #nuepsd	Future Innovation	293215748279337	Facebook	24	1	1719159	782083	1316	625
d117	2019-04-27	sp.a	sp.a	57253967150	Facebook	101	1	1588978	668718	7047	1735
d117	2019-04-27	Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	3	1	1249998	600000	7498	1500
d117	2019-04-27	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	11	1	1225592	526904	727	303
d117	2019-04-27	România în primul rând	Future Innovation	770704223323599	Facebook	12	1	869163	357166	568	162
d117	2019-04-27	AMERISOFT SRL		AR573801583431647232	Google	37	1	852757	83907	216	0
d117	2019-04-27	Kialo		729627343834501	Facebook	12	1	852490	392500	4019	1036
d117	2019-04-27	Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	18	1	708823	276666	3939	733
d117	2019-04-27	FDP	FDP	21289227249	Facebook	236	1	660628	151202	11641	105
d117	2019-04-27	Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	23	1	635922	271238	1160	379
d117	2019-04-27	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	54	1	590256	242458	2401	652
d117	2019-04-27	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	199	1	547090	40285	900	0
d117	2019-04-27	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	91	1	536845	234705	2181	458
d117	2019-04-27	ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	2	1	533332	216666	139	28
d117	2019-04-27	The Labour Party	The Labour Party	25749647410	Facebook	9	1	513330	221999	4606	1022
d117	2019-04-27	HLAS		AR312619193323225088	Google	349	1	453072	17476	1478	0
d117	2019-04-27	GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	23	1	424210	42105	60	0
d117	2019-04-27	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	31	1	420466	186160	758	225
d117	2019-04-27	Harald Vilimsky		547597092025909	Facebook	30	1	389590	173924	3082	829
d117	2019-04-27	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	10	1	365344	157801	5214	1292
d117	2019-04-27	KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	16	1	349333	33666	156	0
d117	2019-04-27	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	159	1	347398	130690	4125	1098
d117	2019-04-27	Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	410	1	341048	133612	1465	265
d117	2019-04-27	Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	3	1	334831	166666	422	77
