country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BG	Bulgaria	m18_24	male (18-24)	2326	662	5217226	2137848	14898	2346
BG	Bulgaria	m25_34	male (25-34)	2567	728	4854773	1856471	16368	2589
BG	Bulgaria	f18_24	female (18-24)	2425	669	3516975	1477886	10056	1618
BG	Bulgaria	m35_44	male (35-44)	2543	717	3429352	1248019	11055	1404
BG	Bulgaria	m45_54	male (45-54)	2489	681	3149755	1082596	10283	948
BG	Bulgaria	f55_64	female (55-64)	2147	640	2689090	935938	9752	824
BG	Bulgaria	f45_54	female (45-54)	2627	694	2391512	859776	8017	829
BG	Bulgaria	f25_34	female (25-34)	2707	739	2386850	950069	8599	1326
BG	Bulgaria	m55_64	male (55-64)	2085	632	2214994	741937	7738	509
BG	Bulgaria	f35_44	female (35-44)	2670	719	1957047	747284	6839	922
BG	Bulgaria	f65_	female (65+)	1879	570	1703065	576008	6914	534
BG	Bulgaria	m65_	male (65+)	1857	569	1159243	385787	4526	305
BG	Bulgaria	m13_17	male (13-17)	317	112	330168	145763	607	60
BG	Bulgaria	f13_17	female (13-17)	341	118	274725	120401	538	45
BG	Bulgaria	u35_44	unknown (35-44)	2161	628	50224	18360	196	31
BG	Bulgaria	u25_34	unknown (25-34)	2121	624	42531	15997	179	28
BG	Bulgaria	u45_54	unknown (45-54)	1948	555	20231	7235	83	12
BG	Bulgaria	u18_24	unknown (18-24)	1603	484	11659	4629	44	7
BG	Bulgaria	u65_	unknown (65+)	1336	451	9505	3182	41	3
BG	Bulgaria	u55_64	unknown (55-64)	1454	496	9122	3118	34	3
BG	Bulgaria	u13_17	unknown (13-17)	189	84	677	292	1	0
