audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	BG	Bulgaria	411	89	3667607	1513764	12553	2322
m35_44	male (35-44)	BG	Bulgaria	439	91	3232303	1306624	10928	1958
f55_64	female (55-64)	BG	Bulgaria	388	86	3049968	1228220	11291	1923
m45_54	male (45-54)	BG	Bulgaria	413	90	2842562	1132274	10338	1783
m18_24	male (18-24)	BG	Bulgaria	364	85	2814694	1220994	9446	1769
f25_34	female (25-34)	BG	Bulgaria	411	89	2512563	1052925	8825	1678
f45_54	female (45-54)	BG	Bulgaria	416	89	2416866	992250	8716	1584
f18_24	female (18-24)	BG	Bulgaria	369	86	2326032	1025899	7589	1436
f35_44	female (35-44)	BG	Bulgaria	438	90	2288756	944113	7829	1473
m55_64	male (55-64)	BG	Bulgaria	383	86	2084055	808569	7631	1250
f65_	female (65+)	BG	Bulgaria	310	78	1710342	661998	6479	1011
m65_	male (65+)	BG	Bulgaria	310	78	989984	373506	3705	559
f13_17	female (13-17)	BG	Bulgaria	42	11	44763	20936	86	22
u35_44	unknown (35-44)	BG	Bulgaria	387	82	38501	15817	147	27
m13_17	male (13-17)	BG	Bulgaria	42	11	38075	17704	86	22
u25_34	unknown (25-34)	BG	Bulgaria	345	71	28574	11946	108	20
u45_54	unknown (45-54)	BG	Bulgaria	341	72	14751	5972	58	10
u55_64	unknown (55-64)	BG	Bulgaria	310	73	9344	3718	37	6
u65_	unknown (65+)	BG	Bulgaria	254	63	6946	2722	27	4
u18_24	unknown (18-24)	BG	Bulgaria	245	66	4630	2005	16	3
u13_17	unknown (13-17)	BG	Bulgaria	34	8	133	61	0	0
