country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EL	Greece	w019	Week 19	2019-05-06	2019-05-12	1859	326	57577410	21144561	210791	17400
EL	Greece	w018	Week 18	2019-04-29	2019-05-05	1698	293	35695394	13026758	141439	13446
EL	Greece	w017	Week 17	2019-04-22	2019-04-28	1493	310	28912281	10628469	111592	10970
EL	Greece	w016	Week 16	2019-04-15	2019-04-21	1114	335	19426180	7112862	73545	9046
EL	Greece	w015	Week 15	2019-04-08	2019-04-14	1328	435	16755273	6054208	64577	5635
EL	Greece	w014	Week 14	2019-04-01	2019-04-07	1037	416	9634994	3267737	37899	1961
EL	Greece	w013	Week 13	2019-03-25	2019-03-31	722	326	9414911	3622450	33484	3794
EL	Greece	w012	Week 12	2019-03-18	2019-03-24	502	214	4483529	1710130	16265	2250
EL	Greece	w011	Week 11	2019-03-11	2019-03-17	395	187	4713955	1710083	16789	1395
EL	Greece	w010	Week 10	2019-03-04	2019-03-10	435	186	5616876	1953427	22321	1442
EL	Greece	w009	Week 9	2019-02-25	2019-03-03	241	115	1752232	502191	9917	359
EL	Greece	w008	Week 8	2019-02-18	2019-02-24	150	82	1253297	483871	5808	542
EL	Greece	w007	Week 7	2019-02-11	2019-02-17	112	61	953105	320595	3564	182
EL	Greece	w006	Week 6	2019-02-04	2019-02-10	81	42	988373	371950	3226	304
EL	Greece	w005	Week 5	2019-01-28	2019-02-03	112	47	1092852	389219	2650	352
EL	Greece	w004	Week 4	2019-01-21	2019-01-27	132	42	6690490	2783433	20225	3677
EL	Greece	w003	Week 3	2019-01-14	2019-01-20	112	43	2056503	830006	6078	779
EL	Greece	w002	Week 2	2019-01-07	2019-01-13	59	32	271424	92231	799	46
EL	Greece	w001	Week 1	2019-01-01	2019-01-06	50	25	334503	120460	1317	87
