advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	f35_44	female (35-44)	LV	Latvia	149	1	464294	102037	3307	0
European Parliament		178362315106	Facebook	f35_44	female (35-44)	LV	Latvia	30	1	434484	184322	2693	523
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	f35_44	female (35-44)	LV	Latvia	44	1	271228	109164	658	49
Eiropas Parlaments Latvijā	Eiropas Parlaments Latvijā	380325297593	Facebook	f35_44	female (35-44)	LV	Latvia	25	1	219855	76633	849	156
PROGRESĪVIE		184096511636333	Facebook	f35_44	female (35-44)	LV	Latvia	24	1	179545	71599	389	20
Roberts Zīle	Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"	508959865842254	Facebook	f35_44	female (35-44)	LV	Latvia	20	1	141461	60502	431	65
European Greens		141366725876424	Facebook	f35_44	female (35-44)	LV	Latvia	29	1	136300	56594	280	53
Jaunā konservatīvā partija	Jaunā konservatīvā partija	595950207185585	Facebook	f35_44	female (35-44)	LV	Latvia	16	1	127560	51369	506	74
Ijabs Ivars		345347539390006	Facebook	f35_44	female (35-44)	LV	Latvia	9	1	102190	45851	296	52
Attīstībai / Par	partiju apvienība "Attīstībai/Par!"	634097313600056	Facebook	f35_44	female (35-44)	LV	Latvia	10	1	83926	37128	324	54
Ansis Pūpols	Ansis Pūpols	534110743707105	Facebook	f35_44	female (35-44)	LV	Latvia	13	1	73366	20411	232	17
Mamikins.lv	Andrejs Mamikins	587293021433280	Facebook	f35_44	female (35-44)	LV	Latvia	13	1	65821	21192	215	27
Русский союз Латвии	Latvijas Krievu savienība	545693602214498	Facebook	f35_44	female (35-44)	LV	Latvia	7	1	51291	18826	192	29
Inese Ikstena Eiropas Parlamenta deputāta kandidāte		2214339072152669	Facebook	f35_44	female (35-44)	LV	Latvia	22	1	43923	11616	259	27
Aleksejs Loskutovs	Aleksejs Loskutovs	541229793055345	Facebook	f35_44	female (35-44)	LV	Latvia	32	1	35696	8478	242	5
Finanšu ministrija	Latvijas Republikas Finanšu ministrija	524714174238878	Facebook	f35_44	female (35-44)	LV	Latvia	6	1	35234	7552	203	27
Nodarbinātības valsts aģentūra		281554505195933	Facebook	f35_44	female (35-44)	LV	Latvia	2	1	33893	6778	67	0
Inese Vaidere	Vaidere Inese	779811265442970	Facebook	f35_44	female (35-44)	LV	Latvia	4	1	26372	5706	124	15
Sandra Kalniete	Sandra Kalniete	363128980541199	Facebook	f35_44	female (35-44)	LV	Latvia	4	1	24123	4824	52	0
Kialo		729627343834501	Facebook	f35_44	female (35-44)	LV	Latvia	341	1	19195	7925	126	30
Dmitrijs Golubevs	Dmitrijs Golubevs	603479506715383	Facebook	f35_44	female (35-44)	LV	Latvia	7	1	17209	5231	140	21
Andis Kudors	Jaunā konservatīvā partija	378991322688846	Facebook	f35_44	female (35-44)	LV	Latvia	5	1	14552	4207	123	24
Karina Sprūde		2080083472307278	Facebook	f35_44	female (35-44)	LV	Latvia	3	1	13277	2601	71	0
Jānis Grasbergs	Jānis Grasbergs	329580341010027	Facebook	f35_44	female (35-44)	LV	Latvia	5	1	13216	3882	42	3
Eiropas Komisijas pārstāvniecība Latvijā	Eiropas Komisijas pārstāvniecība Latvijā	185497885323119	Facebook	f35_44	female (35-44)	LV	Latvia	6	1	12099	2639	60	0
