spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	EL	Greece	6760	1305	106219541	30361286	475459	90
50_100	50 - 100	EL	Greece	6922	1287	1983286	757890	8188	1140
100_1k	100 - 1k	EL	Greece	1294	339	90243239	40060122	229419	54556
1k_5k	1k - 5k	EL	Greece	111	43	17207619	8067749	113087	23003
5k_10k	5k - 10k	EL	Greece	8	7	32247	16123	754	201
10k_50k	10k - 50k	EL	Greece	1	1	18323	9161	815	163
