audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
u18_24	unknown (18-24)	EE	Estonia	Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	7	1	778	337	2	0
u18_24	unknown (18-24)	EE	Estonia	Kialo		729627343834501	Facebook	294	1	631	231	4	1
u18_24	unknown (18-24)	EE	Estonia	European Parliament		178362315106	Facebook	15	1	604	241	3	1
u18_24	unknown (18-24)	EE	Estonia	Veriff		959442754113350	Facebook	3	1	439	196	0	0
u18_24	unknown (18-24)	EE	Estonia	Igor Gräzin	Igor Gräzin	339367456669277	Facebook	20	1	430	158	1	0
u18_24	unknown (18-24)	EE	Estonia	Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	6	1	363	162	1	0
u18_24	unknown (18-24)	EE	Estonia	Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	35	1	356	90	2	0
u18_24	unknown (18-24)	EE	Estonia	Isamaa erakond	Isamaa erakond	321163977576	Facebook	9	1	303	136	1	0
u18_24	unknown (18-24)	EE	Estonia	European Greens	European Greens	141366725876424	Facebook	10	1	234	80	0	0
u18_24	unknown (18-24)	EE	Estonia	Triin Saag	Saag Triin	2012394932389774	Facebook	23	1	183	50	3	0
u18_24	unknown (18-24)	EE	Estonia	Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	16	1	164	63	1	0
u18_24	unknown (18-24)	EE	Estonia	Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	18	1	138	29	1	0
u18_24	unknown (18-24)	EE	Estonia	Urmas Paet	Paet Urmas	223092011815453	Facebook	15	1	109	27	0	0
u18_24	unknown (18-24)	EE	Estonia	Keskerakond	Keskerakond	161252453921396	Facebook	8	1	78	18	0	0
u18_24	unknown (18-24)	EE	Estonia	Jaak Madison	Madison Jaak	536519246456733	Facebook	5	1	72	14	0	0
u18_24	unknown (18-24)	EE	Estonia	EMY		815299865514464	Facebook	2	1	61	12	0	0
u18_24	unknown (18-24)	EE	Estonia	Noored Otsustajad	Eesti Noorteühenduste Liit (ENL)	205597239493153	Facebook	2	1	56	12	0	0
u18_24	unknown (18-24)	EE	Estonia	Tartumaa Rohelised		1353771811435346	Facebook	1	1	47	9	0	0
u18_24	unknown (18-24)	EE	Estonia	Civil Liberties Union for Europe		1424938757739868	Facebook	1	1	38	7	0	0
u18_24	unknown (18-24)	EE	Estonia	Game of Sultans		185311195624361	Facebook	6	1	38	17	0	0
u18_24	unknown (18-24)	EE	Estonia	Marina Kaljurand	Marina Kaljurand	651496914998204	Facebook	3	1	37	7	0	0
u18_24	unknown (18-24)	EE	Estonia	Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	8	1	34	9	0	0
u18_24	unknown (18-24)	EE	Estonia	Rimi Eesti		217485440760	Facebook	1	1	33	16	0	0
u18_24	unknown (18-24)	EE	Estonia	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	44	1	30	14	0	0
u18_24	unknown (18-24)	EE	Estonia	MTÜ Eesti Tuumajaam		153182254702931	Facebook	1	1	28	5	0	0
u18_24	unknown (18-24)	EE	Estonia	Riho Terras		2217643278496367	Facebook	3	1	27	7	0	0
u18_24	unknown (18-24)	EE	Estonia	Yoko Alender		709212302463805	Facebook	7	1	26	9	0	0
u18_24	unknown (18-24)	EE	Estonia	Pepe Mardiste		1436271733110292	Facebook	1	1	25	5	0	0
u18_24	unknown (18-24)	EE	Estonia	Социал-демократическая партия	Sotsiaaldemokraatlik Erakond	383403508369488	Facebook	1	1	24	4	0	0
u18_24	unknown (18-24)	EE	Estonia	Sosialidemokraatit SDP		108945982480217	Facebook	4	1	22	9	0	0
u18_24	unknown (18-24)	EE	Estonia	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	48	1	21	9	0	0
u18_24	unknown (18-24)	EE	Estonia	Pillirookõrs		611874575866101	Facebook	1	1	17	8	0	0
u18_24	unknown (18-24)	EE	Estonia	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	18	1	16	4	0	0
u18_24	unknown (18-24)	EE	Estonia	DRH Lindersvold		512374155442078	Facebook	2	1	16	7	0	0
u18_24	unknown (18-24)	EE	Estonia	YEPP		183848034963974	Facebook	1	1	15	0	1	0
u18_24	unknown (18-24)	EE	Estonia	Guardian Weekly		64525551258	Facebook	7	1	15	6	0	0
u18_24	unknown (18-24)	EE	Estonia	Wholesome Culture		1664959567149320	Facebook	4	1	14	6	0	0
u18_24	unknown (18-24)	EE	Estonia	Johannes Kert		376562696439825	Facebook	1	1	13	2	0	0
u18_24	unknown (18-24)	EE	Estonia	Avatud Eesti Fond / Open Estonia Foundation		121563304583739	Facebook	1	1	12	2	0	0
u18_24	unknown (18-24)	EE	Estonia	Eesti200 Joel Jesse		322373121712471	Facebook	1	1	9	1	0	0
u18_24	unknown (18-24)	EE	Estonia	Pela Case		119283008140727	Facebook	14	1	9	2	0	0
u18_24	unknown (18-24)	EE	Estonia	Create.Refresh	Create.Refresh	1736881926615141	Facebook	4	1	8	3	0	0
u18_24	unknown (18-24)	EE	Estonia	Council of the European Union		147547541961576	Facebook	4	1	7	3	0	0
u18_24	unknown (18-24)	EE	Estonia	Стражи		310613372788542	Facebook	2	1	7	3	0	0
u18_24	unknown (18-24)	EE	Estonia	Democracy Alive		277008469606499	Facebook	1	1	7	3	0	0
u18_24	unknown (18-24)	EE	Estonia	Швеция		1001119573268082	Facebook	2	1	7	3	0	0
u18_24	unknown (18-24)	EE	Estonia	European Youth Event		919232861444360	Facebook	4	1	6	2	0	0
u18_24	unknown (18-24)	EE	Estonia	VoteWatch Europe		355087424564148	Facebook	5	1	6	2	0	0
u18_24	unknown (18-24)	EE	Estonia	Edasi.org		165505543854570	Facebook	1	1	6	1	0	0
u18_24	unknown (18-24)	EE	Estonia	Okupatsioonide ja vabaduse muuseum Vabamu		392862200823977	Facebook	1	1	5	1	0	0
u18_24	unknown (18-24)	EE	Estonia	Compara		383769122391278	Facebook	1	1	5	1	0	0
u18_24	unknown (18-24)	EE	Estonia	Hanno Pevkur  #pevkur		1914863625428136	Facebook	2	1	4	0	0	0
u18_24	unknown (18-24)	EE	Estonia	Eestimaa Rohelised		109605679062900	Facebook	2	1	4	0	0	0
u18_24	unknown (18-24)	EE	Estonia	M&E Blog		1457037161268656	Facebook	1	1	4	0	0	0
u18_24	unknown (18-24)	EE	Estonia	Cecilia Malmström		258966159416	Facebook	1	1	4	1	0	0
u18_24	unknown (18-24)	EE	Estonia	Atlantic Forum		616121875501729	Facebook	2	1	4	0	0	0
u18_24	unknown (18-24)	EE	Estonia	COMODULE		590325834410648	Facebook	1	1	4	0	0	0
u18_24	unknown (18-24)	EE	Estonia	Ozan Yanar		730847103593100	Facebook	2	1	4	0	0	0
u18_24	unknown (18-24)	EE	Estonia	Cleantech ForEst		1669480636672455	Facebook	1	1	4	0	0	0
u18_24	unknown (18-24)	EE	Estonia	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	11	1	3	1	0	0
u18_24	unknown (18-24)	EE	Estonia	Airis Meier Page	Reformierakond	250646808998831	Facebook	1	1	3	0	0	0
u18_24	unknown (18-24)	EE	Estonia	Elurikkuse Erakond		278891446286010	Facebook	1	1	3	1	0	0
u18_24	unknown (18-24)	EE	Estonia	European Youth		130456876990360	Facebook	3	1	3	1	0	0
u18_24	unknown (18-24)	EE	Estonia	Erki Savisaar		326940990843491	Facebook	1	1	3	1	0	0
u18_24	unknown (18-24)	EE	Estonia	Arte		656089814494677	Facebook	4	1	3	1	0	0
u18_24	unknown (18-24)	EE	Estonia	Tanel Jäppinen		2109572339365575	Facebook	1	1	3	1	0	0
u18_24	unknown (18-24)	EE	Estonia	Erasmus Student Network		25226723130	Facebook	2	1	3	1	0	0
u18_24	unknown (18-24)	EE	Estonia	Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	1	1	2	0	0	0
u18_24	unknown (18-24)	EE	Estonia	LGBTstyle		839131319627314	Facebook	5	1	2	0	0	0
u18_24	unknown (18-24)	EE	Estonia	Emilia Lombard		1695168230755337	Facebook	1	1	2	0	0	0
u18_24	unknown (18-24)	EE	Estonia	Tallinna Televisioon (TTV)		215845958435817	Facebook	1	1	2	1	0	0
u18_24	unknown (18-24)	EE	Estonia	MasterClass		687589164666184	Facebook	2	1	1	0	0	0
u18_24	unknown (18-24)	EE	Estonia	Talking Europe		316028505828375	Facebook	3	1	1	0	0	0
u18_24	unknown (18-24)	EE	Estonia	YanaToom.ee		2367048563336709	Facebook	1	1	1	0	0	0
u18_24	unknown (18-24)	EE	Estonia	Minority SafePack		532492010145546	Facebook	4	1	1	0	0	0
u18_24	unknown (18-24)	EE	Estonia	European Commission		107898832590939	Facebook	3	1	1	0	0	0
u18_24	unknown (18-24)	EE	Estonia	Humble Household		1746853745395190	Facebook	3	1	1	0	0	0
u18_24	unknown (18-24)	EE	Estonia	Soviet Visuals		1160495674016675	Facebook	12	1	1	0	0	0
u18_24	unknown (18-24)	EE	Estonia	NOFIR - bringing value to marine waste		467976939969473	Facebook	2	1	1	0	0	0
u18_24	unknown (18-24)	EE	Estonia	Climate-KIC		403370709744295	Facebook	2	1	1	0	0	0
u18_24	unknown (18-24)	EE	Estonia	On Your Sleeve	ON YOUR SLEEVE	247943179229148	Facebook	9	1	1	0	0	0
u18_24	unknown (18-24)	EE	Estonia	Europeana.eu		10261403667	Facebook	2	1	1	0	0	0
u18_24	unknown (18-24)	EE	Estonia	Coconut Bowls		451945511677873	Facebook	8	1	1	0	0	0
u18_24	unknown (18-24)	EE	Estonia	eToro		193863317737	Facebook	10	1	1	0	0	0
u18_24	unknown (18-24)	EE	Estonia	Coastal Studies		11070113987	Facebook	1	1	1	0	0	0
u18_24	unknown (18-24)	EE	Estonia	Wageningen University & Research		128618593840392	Facebook	1	1	1	0	0	0
u18_24	unknown (18-24)	EE	Estonia	PES Women		115443321849793	Facebook	1	1	1	0	0	0
u18_24	unknown (18-24)	EE	Estonia	Chug Bottles		1781974005205686	Facebook	1	1	1	0	0	0
