impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	IE	Ireland	49	29	48950	0	4850	0
1k_5k	1k - 5k	IE	Ireland	34	21	169966	34000	3366	0
5k_10k	5k - 10k	IE	Ireland	15	12	130145	65079	1288	0
10k_50k	10k - 50k	IE	Ireland	20	13	851863	170376	3286	399
50k_100k	50k - 100k	IE	Ireland	4	3	300756	150379	1997	699
100k_200k	100k - 200k	IE	Ireland	4	3	208949	104475	521	104
200k_500k	200k - 500k	IE	Ireland	1	1	499995	199998	998	499
