advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sean Kelly MEP	Sean Kelly MEP	340786422717552	Facebook	5k_10k	5k - 10k	IE	Ireland	17	1	169982	84999	1682	0
Protect Life		541250599362726	Facebook	5k_10k	5k - 10k	IE	Ireland	12	1	119988	60000	1188	0
Dr. Fidelma Healy Eames Independent Candidate, EU elections	Healy Eames Fidelma	395965057626422	Facebook	5k_10k	5k - 10k	IE	Ireland	10	1	99989	50000	989	0
Barry Andrews for Europe	Barry Andrews	188114061407	Facebook	5k_10k	5k - 10k	IE	Ireland	9	1	89990	44999	890	0
Social Democrats	Social Democrats	1012851375393300	Facebook	5k_10k	5k - 10k	IE	Ireland	7	1	69991	34999	692	0
TENI - Transgender Equality Network Ireland	TENI - Transgender Equality Network Ireland	182348645122723	Facebook	5k_10k	5k - 10k	IE	Ireland	4	1	39995	19999	395	0
Clare Daly	Clare Daly	304407706241836	Facebook	5k_10k	5k - 10k	IE	Ireland	3	1	29997	15000	297	0
Luke Crowley-Holland	CROWLEY-HOLLAND LUKE	404745130303486	Facebook	5k_10k	5k - 10k	IE	Ireland	3	1	29997	15000	697	100
Sam O'Connor - Balbriggan & Skerries	O'Connor Samuel Simon	1002067016657679	Facebook	5k_10k	5k - 10k	IE	Ireland	3	1	29997	15000	297	0
Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	5k_10k	5k - 10k	IE	Ireland	3	1	29996	15000	297	0
European Parliament	European Parliament	178362315106	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
Paul Mulville	Paul Mulville	170053833201393	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
Máirín McGrath for Tipperary County Council - Cahir LEA	MC GRATH MÁIRÍN	2129030367395061	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
Labour Party	Labour Party	164027949687	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
Denise McMorrow for Dublin 2019	Mc Morrow Denise	438930423601172	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
Sharon Nolan	Nolan Sharon Kathryn	399903233737537	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
Brendan Wyse	Brendan Wyse	264271610907208	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
Adrienne Wallace - People Before Profit	Wallace Adrienne Catherine	1555518121383424	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
Carly Bailey	Social Democrats	1761504887466495	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
Fine Gael Limerick City	Breen Colm Timothy	137766716313436	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
Malachy Hand - FF Local Election Candidate for South Roscommon	Hand Malachy	949185501928800	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19997	9999	197	0
Kevin Donoghue	Donoghue Kevin David	1923733181256832	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19997	9999	197	0
SpunOut.ie	SpunOut.ie	344422890306	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	98	0
Shakeel Jeeroburkan - Independent	Shakeel Jeeroburkan	1414105668892101	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Clare Claffey Social Democrats	Social Democrats Laois Offaly	289004898593218	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	4999	99	0
Labour Dublin North-West	Diamond John	163109954176723	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Kate O'Connell TD	O'Connell Kate	203442726495682	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Julie O'Leary	O'Leary Julie	1395595887405642	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Holly McKeever Cairns - Social Democrat		263238917631520	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Chris Pender - Social Democrats For Newbridge/Kilcullen	Chris Pender	2489200491152461	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Chris MacManus for Sligo	Chris MacManus for Sligo	1486666311655495	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Taxback.com		135579275180	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Fionn Kiely - Local Election Candidate - Gort Kinvara	Kiely Fionn Kevin	357397571772969	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Eric Nolan for Cork East	Nolan Eric	617724274962768	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Maria Doherty Sinn Féin	Doherty Aine	316154535751769	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Mairéad Farrell - Sinn Féin	Farrell Mairead	213927028776676	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Barbara Smyth	People Before Profit - Longford Branch	1591541744396314	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Cllr Gerry O'Connor Peace Commissioner	O'CONNOR GERARD PATRICK	689114891286642	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	499	100
Sinéad Gibney	Sinead Gibney	1655751191219071	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Trish Roe	Social Democrats	428834224524943	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Cllr. Kate Feeney	Feeney Kate	474266742640101	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Cyril Brennan - People Before Profit	People Before Profit - Midlands North West	164750800796944	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Donna Sheridan - Local Election Candidate, Castlebar Area	Donna Sheridan	172032100346513	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Fiona Nolan Fianna Fáil	Sweeney Simon Martin	2220109951652114	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Luke Carroll for City Council	Carroll Luke Jeremiah	370159947166480	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Mark Carey - City West - Time for Change	Steamboat	433481587460366	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Jess Spear - Solidarity Firhouse-Bohernabreena	Spear Jessica Whitaker	537422773330865	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Sarah Jane Hennelly - Social Democrat for Limerick City	Social Democrats	522564771109094	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Sinéad Halpin	Social Democrats	264861490621865	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Mary Callaghan - Social Democrats	Social Democrats	289700685198786	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Jen Cummins Social Democrats	Social Democrats	359027571515876	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Breandán Anraoi MacGabhann	Breandán Anraoi MacGabhann (Green Party)	1682603511977567	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Ian Carey - Green Party Swords	Carey Ian Cormac	803717456660395	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Mags Crean for Greystones Municipal Council	Crean Margaret	229594167845748	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Aengus Ó Maoláin	Aengus Ó Maoláin	449230735412762	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Sean McCabe - Independent	Seán McCabe 	2206956372697972	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Cllr Gary Doherty		1375061642743318	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Betty Walsh     Social Democrat for Shannon Banks,  Westbury, Carraig Midhe	Walsh Elizabeth Ann	551740651938547	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Marc Ó Cathasaigh	O Cathasaigh Marc	211195179774577	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Aontú Galway		994860974048152	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Owen Hanley	Owen Hanley	234006030801926	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Orla Kelly	Orla Kelly	284729489119670	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Labour Galway-West	Ó BAOILL ANDREW	1861905404090691	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
Liam Boyle Labour	Ó BAOILL ANDREW	555153594978666	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9999	5000	99	0
SMA Ireland	Anton Mannering	2221165624784064	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9998	4999	98	0
Peter Casey	Casey Peter Joseph	1473814189502078	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9998	4999	98	0
Andrew Doyle	Andrew Doyle	200875073325354	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9998	5000	99	0
Bill Clear Social Democrat Candidate.	Social Democrats	326703511492175	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9998	4999	98	0
50 Shades Greener	Noboa Raquel	359637214423112	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9998	4999	98	0
Pat Hoey Election 2019	Hoey Patrick	1220168271491125	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9998	4999	98	0
Cllr Sharon Tolan East Meath	Tolan Sharon Mary	562597020485832	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9998	4999	98	0
West Cork People Before Profit Alliance	O'Sullivan Vanessa	174190439384938	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	9998	5000	99	0
Discover Philadelphia		60364167807	Facebook	5k_10k	5k - 10k	IE	Ireland	1	1	773	386	6	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	255	127	2	0
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	252	126	2	0
Martina Anderson MEP	Martina Anderson MEP	181068275415047	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	10	5	0	0
