week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-07	LV	Latvia	136	41	1038302	353542	5612	652
w018	Week 18	2019-04-29	2019-05-05	LV	Latvia	304	84	4776817	1683560	24385	3715
w017	Week 17	2019-04-22	2019-04-28	LV	Latvia	319	88	1881327	598484	8439	1145
w016	Week 16	2019-04-15	2019-04-21	LV	Latvia	329	105	754830	221228	4855	297
w015	Week 15	2019-04-08	2019-04-14	LV	Latvia	431	163	1503499	577881	5288	538
w014	Week 14	2019-04-01	2019-04-07	LV	Latvia	345	150	591873	186037	3040	319
w013	Week 13	2019-03-25	2019-03-31	LV	Latvia	304	122	428395	140271	4251	212
w012	Week 12	2019-03-18	2019-03-24	LV	Latvia	257	114	714680	166399	2207	42
w011	Week 11	2019-03-11	2019-03-17	LV	Latvia	161	72	386388	110575	1732	108
w010	Week 10	2019-03-04	2019-03-10	LV	Latvia	182	68	846489	318638	2606	274
w009	Week 9	2019-02-25	2019-03-03	LV	Latvia	84	44	213630	83111	641	71
w008	Week 8	2019-02-18	2019-02-24	LV	Latvia	70	38	220146	63328	686	66
w007	Week 7	2019-02-11	2019-02-17	LV	Latvia	48	31	27721	7118	119	7
w006	Week 6	2019-02-04	2019-02-10	LV	Latvia	38	21	13102	6364	82	16
w005	Week 5	2019-01-28	2019-02-03	LV	Latvia	50	22	5623	2369	27	3
w004	Week 4	2019-01-21	2019-01-27	LV	Latvia	41	18	9490	3735	7	1
w003	Week 3	2019-01-14	2019-01-20	LV	Latvia	49	22	23587	9983	142	19
w002	Week 2	2019-01-07	2019-01-13	LV	Latvia	34	19	3893	1287	54	0
w001	Week 1	2019-01-01	2019-01-06	LV	Latvia	31	17	1868	823	14	0
